"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"hg19-LSM4",2.98901909586641e-81,0.457353154865217,0.738,0.75,5.40773334824152e-77,"0","hg19-LSM4"
"hg19-PIP4K2A",1.46092049342153e-80,0.365137878166343,0.341,0.191,2.64309735669824e-76,"0","hg19-PIP4K2A"
"hg19-STX2",2.46405536729669e-80,0.375870954650036,0.377,0.233,4.45796897051317e-76,"0","hg19-STX2"
"hg19-FKBP9",3.81880072283541e-80,0.460750094473519,0.697,0.701,6.90897426775382e-76,"0","hg19-FKBP9"
"hg19-ARF1",9.51991916283734e-80,0.366869158582647,0.807,0.848,1.72234377494053e-75,"0","hg19-ARF1"
"hg19-NBL1",1.81602563940635e-79,0.358493242162087,0.358,0.206,3.28555358681397e-75,"0","hg19-NBL1"
"hg19-SARS",2.1394538613356e-79,0.395088099801843,0.66,0.639,3.87069992592836e-75,"0","hg19-SARS"
"hg19-EPG5",7.13330184207004e-79,0.309123531162601,0.292,0.14,1.29055696926731e-74,"0","hg19-EPG5"
"hg19-RP11-14N7.2",4.34535721531092e-78,0.355938573734467,0.773,0.761,7.86162027394052e-74,"0","hg19-RP11-14N7.2"
"hg19-PACS1",1.9473876574453e-77,0.390597675770962,0.432,0.311,3.52321374985004e-73,"0","hg19-PACS1"
"hg19-CAST",1.19373879214648e-76,0.377589178716128,0.78,0.815,2.15971222275141e-72,"0","hg19-CAST"
"hg19-FAM129A",1.40191252851818e-76,0.308184120223647,0.289,0.137,2.5363401465951e-72,"0","hg19-FAM129A"
"hg19-CAMTA2",3.71965191146513e-76,0.317390169209768,0.298,0.151,6.72959423822271e-72,"0","hg19-CAMTA2"
"hg19-CHAMP1",2.04167067991001e-75,0.372104505768967,0.384,0.256,3.69379059409318e-71,"0","hg19-CHAMP1"
"hg19-MMP23B",5.80129937364819e-75,0.320359430767897,0.319,0.156,1.04957108268043e-70,"0","hg19-MMP23B"
"hg19-ARPC5L",7.05508113482773e-75,0.451978788183798,0.56,0.509,1.27640527891303e-70,"0","hg19-ARPC5L"
"hg19-RBCK1",1.33359916341834e-74,0.384747013960879,0.663,0.662,2.41274760645647e-70,"0","hg19-RBCK1"
"hg19-SEC61A1",8.87047584599263e-74,0.415837742367797,0.75,0.812,1.60484649005699e-69,"0","hg19-SEC61A1"
"hg19-C6orf1",2.96038343333041e-73,0.389827824015341,0.415,0.297,5.35592570758138e-69,"0","hg19-C6orf1"
"hg19-SNHG8",3.36835954190743e-72,0.350924922770895,0.892,0.942,6.09403608321892e-68,"0","hg19-SNHG8"
"hg19-COMMD7",9.16945069714946e-72,0.389052045587019,0.498,0.415,1.65893702012828e-67,"0","hg19-COMMD7"
"hg19-FAM43A",1.35637389027188e-71,0.418951771428431,0.352,0.197,2.45395164227989e-67,"0","hg19-FAM43A"
"hg19-GPR124",3.62700473283856e-71,0.304643637143704,0.288,0.144,6.56197696265152e-67,"0","hg19-GPR124"
"hg19-UPP1",4.88488116564668e-71,0.324443052527607,0.337,0.193,8.83772700488797e-67,"0","hg19-UPP1"
"hg19-FAM20C",5.73480398812028e-71,0.395815622269363,0.381,0.256,1.03754073753072e-66,"0","hg19-FAM20C"
"hg19-C12orf57",1.52531473090451e-70,0.316392812791159,0.831,0.87,2.75959941115245e-66,"0","hg19-C12orf57"
"hg19-NFE2L1",1.7558666632012e-70,0.43563880042432,0.577,0.541,3.17671396706361e-66,"0","hg19-NFE2L1"
"hg19-WNT5A",1.80868069620269e-68,0.288046821547401,0.258,0.114,3.27226511556991e-64,"0","hg19-WNT5A"
"hg19-LSM7",3.04065883851832e-68,0.403689757876469,0.757,0.805,5.50115997064734e-64,"0","hg19-LSM7"
"hg19-CLTB",8.71926132748445e-68,0.368203767793074,0.736,0.763,1.57748875936849e-63,"0","hg19-CLTB"
"hg19-RCAN1",1.26448060516935e-67,0.388435664391076,0.334,0.204,2.28769831087238e-63,"0","hg19-RCAN1"
"hg19-NDUFAF2",1.56650173638099e-67,0.383045822539591,0.65,0.629,2.83411494146049e-63,"0","hg19-NDUFAF2"
"hg19-DNAJB6",2.21677096432272e-67,0.390032436459271,0.617,0.606,4.01058202865266e-63,"0","hg19-DNAJB6"
"hg19-ARPC4",2.80211194552469e-67,0.416797969222112,0.642,0.647,5.06958093184328e-63,"0","hg19-ARPC4"
"hg19-EDIL3",5.19378496586964e-67,0.368538001781948,0.439,0.305,9.39659576025136e-63,"0","hg19-EDIL3"
"hg19-GLTP",9.16466607886576e-67,0.39182795036595,0.467,0.379,1.65807138698839e-62,"0","hg19-GLTP"
"hg19-NHP2L1",2.31075714271242e-66,0.335583302579263,0.828,0.865,4.1806218225953e-62,"0","hg19-NHP2L1"
"hg19-CRNDE",2.52678003589776e-66,0.369944785848944,0.686,0.697,4.57145044094623e-62,"0","hg19-CRNDE"
"hg19-SLC1A5",5.18034478740795e-66,0.37939138944574,0.602,0.561,9.37227978937846e-62,"0","hg19-SLC1A5"
"hg19-SNX24",7.77014771655453e-66,0.288049374024523,0.285,0.153,1.40577512487905e-61,"0","hg19-SNX24"
"hg19-PPP2R4",7.8338688721769e-66,0.365349886975444,0.395,0.284,1.41730355635424e-61,"0","hg19-PPP2R4"
"hg19-UBE2S",6.02603399154677e-65,0.888936599463472,0.587,0.575,1.09023006975064e-60,"0","hg19-UBE2S"
"hg19-LASP1",4.45755037472027e-64,0.377103618872909,0.733,0.771,8.0646001379439e-60,"0","hg19-LASP1"
"hg19-JUN",1.10122988387358e-63,0.451846166092996,0.616,0.57,1.99234510590408e-59,"0","hg19-JUN"
"hg19-HSBP1",1.16287736547205e-63,0.362427184479679,0.817,0.863,2.10387772961203e-59,"0","hg19-HSBP1"
"hg19-MYO1B",1.20494280962825e-63,0.423235884148725,0.532,0.465,2.17998253117944e-59,"0","hg19-MYO1B"
"hg19-RECK",8.67253641311812e-63,0.346058225479712,0.509,0.416,1.56903528786133e-58,"0","hg19-RECK"
"hg19-LSM3",1.09145425468902e-62,0.416539579212287,0.638,0.646,1.97465903758337e-58,"0","hg19-LSM3"
"hg19-TNFAIP2",5.09262747130303e-62,0.338069829386065,0.32,0.193,9.21358162108144e-58,"0","hg19-TNFAIP2"
"hg19-STK17A",6.96886360903758e-62,0.323873401535087,0.316,0.193,1.26080680414708e-57,"0","hg19-STK17A"
"hg19-HNRNPAB",1.17603238955729e-61,0.446601483357938,0.55,0.52,2.12767779918705e-57,"0","hg19-HNRNPAB"
"hg19-SLC44A2",1.71054952047768e-61,0.328015323313007,0.374,0.257,3.09472619244822e-57,"0","hg19-SLC44A2"
"hg19-IFNGR2",5.06469847338112e-61,0.356381453923749,0.469,0.382,9.16305247804112e-57,"0","hg19-IFNGR2"
"hg19-CCDC85B",7.20458439942577e-61,0.268040921614413,0.967,0.972,1.30345340954411e-56,"0","hg19-CCDC85B"
"hg19-C16orf45",1.22502591830088e-60,0.314243190685203,0.324,0.195,2.21631689138996e-56,"0","hg19-C16orf45"
"hg19-MAP7D3",1.90752251228954e-60,0.408164946254464,0.544,0.503,3.45108972923424e-56,"0","hg19-MAP7D3"
"hg19-SMAGP",1.98000478656817e-60,0.327243875631552,0.312,0.188,3.58222465985913e-56,"0","hg19-SMAGP"
"hg19-GANAB",2.52961523929205e-60,0.355232510297767,0.659,0.673,4.57657989092717e-56,"0","hg19-GANAB"
"hg19-CUX1",3.81352847760392e-60,0.354268331115779,0.417,0.319,6.89943572168102e-56,"0","hg19-CUX1"
"hg19-TPGS2",3.8306347450626e-60,0.375214317388133,0.646,0.659,6.93038438076726e-56,"0","hg19-TPGS2"
"hg19-JUND",4.50227699437082e-60,0.392002276634947,0.585,0.56,8.14551953821569e-56,"0","hg19-JUND"
"hg19-EZR",5.03968602236699e-60,0.356180736809117,0.334,0.219,9.11779995166636e-56,"0","hg19-EZR"
"hg19-HN1",6.08176135694183e-60,0.597044366508002,0.623,0.632,1.10031226469791e-55,"0","hg19-HN1"
"hg19-RALA",1.29353343081002e-59,0.383678956303434,0.493,0.435,2.34026068302149e-55,"0","hg19-RALA"
"hg19-P4HA1",2.47478008620801e-59,0.396776997405727,0.484,0.426,4.47737213196753e-55,"0","hg19-P4HA1"
"hg19-GNB1",4.89127486592308e-59,0.340505119756843,0.756,0.806,8.84929448742804e-55,"0","hg19-GNB1"
"hg19-DCBLD2",5.88087264363462e-59,0.399689407763704,0.421,0.318,1.06396747868638e-54,"0","hg19-DCBLD2"
"hg19-POLR2J",6.60682822241124e-59,0.331121611211907,0.823,0.886,1.19530736199864e-54,"0","hg19-POLR2J"
"hg19-SLFN5",1.12765798308412e-58,0.331167192000776,0.348,0.231,2.04015882299578e-54,"0","hg19-SLFN5"
"hg19-MCFD2",3.67826625478854e-58,0.368657153589795,0.575,0.555,6.65471930816342e-54,"0","hg19-MCFD2"
"hg19-TRAPPC1",4.01290102919282e-58,0.319543867107167,0.772,0.811,7.26014054201565e-54,"0","hg19-TRAPPC1"
"hg19-MIDN",2.68193183530444e-57,0.367916559439402,0.473,0.389,4.85215107643279e-53,"0","hg19-MIDN"
"hg19-ZBTB38",5.36876815871465e-56,0.345497904105209,0.425,0.332,9.71317535274654e-52,"0","hg19-ZBTB38"
"hg19-MTCH1",5.64720968757211e-56,0.334067110073304,0.744,0.791,1.02169317667555e-51,"0","hg19-MTCH1"
"hg19-MAP4",9.15906869163363e-56,0.333810993080541,0.733,0.772,1.65705870769036e-51,"0","hg19-MAP4"
"hg19-SRM",1.64264696842491e-55,0.293005619193231,0.932,0.944,2.97187689527435e-51,"0","hg19-SRM"
"hg19-HSP90AA1",1.79285070123903e-55,0.368593482973301,0.801,0.863,3.24362548868164e-51,"0","hg19-HSP90AA1"
"hg19-SEC14L1",3.16144792314014e-55,0.277908245431625,0.289,0.17,5.71969158254514e-51,"0","hg19-SEC14L1"
"hg19-UBL5",4.69805791003912e-55,0.282051386000282,0.96,0.978,8.49972637084277e-51,"0","hg19-UBL5"
"hg19-RNF187",7.79485175085587e-55,0.376926178690686,0.525,0.498,1.41024457876484e-50,"0","hg19-RNF187"
"hg19-AKAP9",1.02030629693564e-54,0.365442558983334,0.485,0.425,1.84593815241595e-50,"0","hg19-AKAP9"
"hg19-PHF19",1.29144127184875e-54,0.32204102201593,0.25,0.131,2.33647554902876e-50,"0","hg19-PHF19"
"hg19-HRAS",1.88165125639778e-54,0.370129408475785,0.615,0.614,3.40428345307487e-50,"0","hg19-HRAS"
"hg19-AVEN",5.41150649865224e-54,0.345835098562634,0.428,0.348,9.79049755736164e-50,"0","hg19-AVEN"
"hg19-ASB1",2.04774508642206e-53,0.296129071757804,0.333,0.224,3.70478041035479e-49,"0","hg19-ASB1"
"hg19-TPD52L2",4.72836100857852e-53,0.357902277461485,0.56,0.55,8.55455073672025e-49,"0","hg19-TPD52L2"
"hg19-MIF",9.36621357099385e-53,0.32535348090082,0.758,0.771,1.69453535926421e-48,"0","hg19-MIF"
"hg19-FARP1",1.52565317599312e-52,0.323033606808184,0.431,0.348,2.76021172600676e-48,"0","hg19-FARP1"
"hg19-EIF5B",4.43958500967022e-52,0.324162526046981,0.767,0.81,8.03209719949536e-48,"0","hg19-EIF5B"
"hg19-NHP2",2.04422417482241e-51,0.336267880583438,0.854,0.877,3.69841037708871e-47,"0","hg19-NHP2"
"hg19-HOXC8",3.12534948336364e-51,0.350303689230227,0.642,0.662,5.6543822853015e-47,"0","hg19-HOXC8"
"hg19-SNX6",5.34610396578289e-51,0.351937084854612,0.56,0.551,9.6721712948944e-47,"0","hg19-SNX6"
"hg19-KXD1",5.80449556085694e-51,0.33865432273584,0.675,0.71,1.05014933687024e-46,"0","hg19-KXD1"
"hg19-PAWR",7.12847754947112e-50,0.328796840079161,0.45,0.361,1.28968415825032e-45,"0","hg19-PAWR"
"hg19-UGDH",1.64454769652408e-49,0.367612810909393,0.52,0.478,2.97531569255137e-45,"0","hg19-UGDH"
"hg19-MTPN",1.99109155978314e-49,0.303668319754352,0.722,0.77,3.60228284995966e-45,"0","hg19-MTPN"
"hg19-MBNL2",2.65971600324189e-49,0.31782151624606,0.405,0.305,4.81195819306522e-45,"0","hg19-MBNL2"
"hg19-SLC38A1",3.49651650061065e-49,0.284274949644619,0.382,0.271,6.32589765290479e-45,"0","hg19-SLC38A1"
"hg19-ELL2",2.52059596458496e-48,0.403189638206486,0.524,0.489,4.56026221912711e-44,"0","hg19-ELL2"
"hg19-ASAP1",4.5116126761071e-48,0.349127918630768,0.576,0.574,8.16240965361296e-44,"0","hg19-ASAP1"
"hg19-NF2",4.70927078086821e-48,0.345079134967619,0.413,0.34,8.52001269674676e-44,"0","hg19-NF2"
"hg19-RAB32",5.61666946529405e-48,0.339148045873413,0.648,0.66,1.016167839661e-43,"0","hg19-RAB32"
"hg19-DDX1",6.24332589288584e-48,0.380034391623109,0.548,0.532,1.12954252054091e-43,"0","hg19-DDX1"
"hg19-FAM127A",1.45011023943693e-47,0.282375906371319,0.84,0.916,2.62353944518929e-43,"0","hg19-FAM127A"
"hg19-VTI1B",2.04162698392921e-47,0.291329291167084,0.796,0.835,3.69371153932472e-43,"0","hg19-VTI1B"
"hg19-TCEB1",4.25863951256442e-47,0.307285392370941,0.751,0.788,7.70473060613154e-43,"0","hg19-TCEB1"
"hg19-HP1BP3",5.03962148774011e-47,0.350488274024094,0.638,0.665,9.11768319561942e-43,"0","hg19-HP1BP3"
"hg19-NSRP1",6.18998973013209e-47,0.351092951884707,0.413,0.34,1.1198929419755e-42,"0","hg19-NSRP1"
"hg19-SIPA1L1",9.96908201931456e-47,0.271384551949079,0.313,0.199,1.80360631893439e-42,"0","hg19-SIPA1L1"
"hg19-SWI5",2.30262479134616e-46,0.355219879492116,0.56,0.549,4.16590877250348e-42,"0","hg19-SWI5"
"hg19-NOP10",1.12260609587133e-45,0.279956272999615,0.875,0.932,2.0310189486504e-41,"0","hg19-NOP10"
"hg19-PRMT2",1.50172745068861e-45,0.344997167772168,0.608,0.637,2.71692530378583e-41,"0","hg19-PRMT2"
"hg19-ITGB1BP1",8.35944378005443e-45,0.313722720362912,0.829,0.902,1.51239056868745e-40,"0","hg19-ITGB1BP1"
"hg19-ACTA2",1.30943659214786e-44,0.541571602079615,0.428,0.343,2.36903268251391e-40,"0","hg19-ACTA2"
"hg19-ANAPC11",1.96509723589296e-44,0.287088823253991,0.947,0.979,3.55525391917755e-40,"0","hg19-ANAPC11"
"hg19-TSPAN4",4.58088189167133e-44,0.323604276824167,0.556,0.535,8.28773151841178e-40,"0","hg19-TSPAN4"
"hg19-IL13RA1",4.59189666820729e-44,0.285707895667564,0.358,0.269,8.30765945212063e-40,"0","hg19-IL13RA1"
"hg19-VCL",9.02177149154085e-44,0.295231973091941,0.6,0.579,1.63221889824957e-39,"0","hg19-VCL"
"hg19-ITGB5",9.30901790449513e-44,0.327697706093224,0.443,0.362,1.68418751928126e-39,"0","hg19-ITGB5"
"hg19-MYLK",1.50616378147686e-43,0.333903779015602,0.393,0.294,2.72495151344793e-39,"0","hg19-MYLK"
"hg19-ACTR2",1.75649943508636e-43,0.318108210737661,0.751,0.816,3.17785877795823e-39,"0","hg19-ACTR2"
"hg19-JTB",2.62233259383131e-43,0.26385687678164,0.882,0.938,4.74432412875961e-39,"0","hg19-JTB"
"hg19-FIBP",2.88008977399499e-43,0.30711673368388,0.745,0.802,5.21065841911173e-39,"0","hg19-FIBP"
"hg19-SEC24D",3.50619925015432e-43,0.308205150151178,0.423,0.349,6.34341568337919e-39,"0","hg19-SEC24D"
"hg19-SLIRP",3.93705066123163e-43,0.371585384234377,0.773,0.824,7.12291205630026e-39,"0","hg19-SLIRP"
"hg19-CXCL12",2.04014131118109e-42,0.340354807688086,0.314,0.207,3.69102366018883e-38,"0","hg19-CXCL12"
"hg19-PCGF5",3.73042542104409e-42,0.320657680843703,0.394,0.326,6.74908567175297e-38,"0","hg19-PCGF5"
"hg19-DNMT1",3.8462655663889e-42,0.318111672460989,0.259,0.163,6.9586636627108e-38,"0","hg19-DNMT1"
"hg19-HK1",4.44788026190857e-42,0.317368218844173,0.396,0.332,8.04710496984499e-38,"0","hg19-HK1"
"hg19-TRIM8",5.14724487707912e-42,0.302818151364403,0.394,0.319,9.31239543161154e-38,"0","hg19-TRIM8"
"hg19-SRA1",5.19238682267233e-42,0.33487560096315,0.526,0.512,9.39406623957878e-38,"0","hg19-SRA1"
"hg19-ACP1",6.09327427579745e-42,0.319742558448366,0.634,0.664,1.10239518197728e-37,"0","hg19-ACP1"
"hg19-PEG10",7.9434519073394e-42,0.474787576888151,0.303,0.206,1.43712931907584e-37,"0","hg19-PEG10"
"hg19-RAB1B",1.24499580453758e-41,0.328517679736038,0.558,0.569,2.25244640956939e-37,"0","hg19-RAB1B"
"hg19-SYAP1",7.68102385426259e-41,0.333118293364784,0.562,0.566,1.38965083571319e-36,"0","hg19-SYAP1"
"hg19-SERTAD2",9.84399446751486e-41,0.309023649240994,0.352,0.273,1.78097547906279e-36,"0","hg19-SERTAD2"
"hg19-C11orf68",1.38511550660978e-40,0.287239768890814,0.339,0.253,2.50595097455842e-36,"0","hg19-C11orf68"
"hg19-PKN1",1.53010042009268e-40,0.343057529774071,0.514,0.502,2.76825768003167e-36,"0","hg19-PKN1"
"hg19-GOLIM4",1.85068771410182e-40,0.39174658989551,0.443,0.385,3.34826421235301e-36,"0","hg19-GOLIM4"
"hg19-EBNA1BP2",2.75618759137271e-40,0.335752979994114,0.367,0.296,4.98649459031151e-36,"0","hg19-EBNA1BP2"
"hg19-PKD2",2.98192094539241e-40,0.268146589951223,0.319,0.221,5.39489137440395e-36,"0","hg19-PKD2"
"hg19-NARS",3.11050930351813e-40,0.325884079473818,0.534,0.526,5.62753343192501e-36,"0","hg19-NARS"
"hg19-NMT2",1.08844602358846e-39,0.361368241089911,0.508,0.493,1.96921654587625e-35,"0","hg19-NMT2"
"hg19-UAP1",2.15810176635153e-39,0.318253951032033,0.392,0.33,3.90443771568319e-35,"0","hg19-UAP1"
"hg19-SKA2",4.51771344771691e-39,0.277379624128091,0.257,0.163,8.17344716960942e-35,"0","hg19-SKA2"
"hg19-SRRM1",1.69910799859193e-38,0.343421158207641,0.608,0.638,3.07402619105253e-34,"0","hg19-SRRM1"
"hg19-ANXA1",2.76992804279269e-38,0.298659059218481,0.753,0.804,5.01135381502054e-34,"0","hg19-ANXA1"
"hg19-PAPSS2",4.02409348215597e-38,0.355733078576332,0.539,0.543,7.28038992791659e-34,"0","hg19-PAPSS2"
"hg19-PRAF2",5.39208369793085e-38,0.29254554882345,0.463,0.413,9.7553578262965e-34,"0","hg19-PRAF2"
"hg19-BCYRN1",7.94486008420381e-38,0.294818994864738,0.281,0.18,1.43738408643415e-33,"0","hg19-BCYRN1"
"hg19-PCM1",8.07777870471436e-38,0.283728845712523,0.3,0.215,1.46143172325692e-33,"0","hg19-PCM1"
"hg19-PA2G4",1.86988087661563e-37,0.350726940607565,0.658,0.683,3.38298848197299e-33,"0","hg19-PA2G4"
"hg19-SON",2.82521491872839e-37,0.333726261091631,0.663,0.729,5.1113788309634e-33,"0","hg19-SON"
"hg19-FKBP10",3.1560881964972e-37,0.291404218511862,0.669,0.722,5.70999476510274e-33,"0","hg19-FKBP10"
"hg19-TMED3",4.52618465250579e-37,0.275568966022982,0.716,0.777,8.18877327331347e-33,"0","hg19-TMED3"
"hg19-SLC7A1",6.53314032190597e-37,0.289403644343359,0.348,0.276,1.18197574703923e-32,"0","hg19-SLC7A1"
"hg19-CEBPG",2.27024401235845e-36,0.316136706699296,0.419,0.37,4.1073254671589e-32,"0","hg19-CEBPG"
"hg19-UPF3A",2.40007776937478e-36,0.319262482955233,0.542,0.549,4.34222070035285e-32,"0","hg19-UPF3A"
"hg19-RP11-680A11.5",3.74212541722885e-36,0.262480118743231,0.31,0.226,6.77025330485043e-32,"0","hg19-RP11-680A11.5"
"hg19-MAPK3",3.96502994741807e-36,0.289063556589657,0.401,0.343,7.17353218086877e-32,"0","hg19-MAPK3"
"hg19-RDX",4.6173782297611e-36,0.308729835507631,0.604,0.633,8.35376069328378e-32,"0","hg19-RDX"
"hg19-APLP2",5.17841996350545e-36,0.334816706404588,0.791,0.876,9.36879739797406e-32,"0","hg19-APLP2"
"hg19-SLC20A1",5.53587862856065e-36,0.315060801911533,0.325,0.249,1.00155116147919e-31,"0","hg19-SLC20A1"
"hg19-NOTCH3",1.10266956148075e-35,0.257475724904509,0.281,0.192,1.99494977063098e-31,"0","hg19-NOTCH3"
"hg19-CORO1C",1.43237940873526e-35,0.315850294507163,0.617,0.658,2.59146082628384e-31,"0","hg19-CORO1C"
"hg19-DUSP14",1.89791357407122e-35,0.274083960520994,0.326,0.25,3.43370523820965e-31,"0","hg19-DUSP14"
"hg19-FBLN5",6.7269169568307e-35,0.253150751852972,0.377,0.287,1.21703381582981e-30,"0","hg19-FBLN5"
"hg19-PTGES",9.7208630397109e-35,0.285222233951819,0.327,0.248,1.7586985411445e-30,"0","hg19-PTGES"
"hg19-HMGB2",1.15750761255501e-34,0.401004435550902,0.25,0.161,2.09416277263453e-30,"0","hg19-HMGB2"
"hg19-B4GALT2",1.17294771816836e-34,0.303625958773582,0.533,0.541,2.1220970117102e-30,"0","hg19-B4GALT2"
"hg19-CTSZ",1.46630921941417e-34,0.298343053430203,0.611,0.635,2.65284663976411e-30,"0","hg19-CTSZ"
"hg19-YWHAE",1.70406324069984e-34,0.325603869447072,0.933,0.957,3.08299121507415e-30,"0","hg19-YWHAE"
"hg19-TMEM106C",1.93081453816442e-34,0.273484023102698,0.27,0.187,3.49322966244708e-30,"0","hg19-TMEM106C"
"hg19-SH3KBP1",2.73098194137244e-34,0.325830923842166,0.547,0.557,4.94089252833101e-30,"0","hg19-SH3KBP1"
"hg19-ZDHHC12",3.93211354060754e-34,0.313172929410164,0.526,0.525,7.11397981766715e-30,"0","hg19-ZDHHC12"
"hg19-SSBP4",4.25022643869505e-34,0.315809108059445,0.445,0.416,7.68950967288709e-30,"0","hg19-SSBP4"
"hg19-ANP32B",7.00658196318831e-34,0.359147214021162,0.686,0.771,1.26763080878003e-29,"0","hg19-ANP32B"
"hg19-CHMP1B",8.30745882878335e-34,0.291694093070511,0.352,0.286,1.50298545130348e-29,"0","hg19-CHMP1B"
"hg19-LEPREL4",1.01880054995607e-33,0.251579452144691,0.305,0.226,1.84321395498052e-29,"0","hg19-LEPREL4"
"hg19-EIF3J",1.08196336502663e-33,0.295711889113197,0.665,0.706,1.95748812000618e-29,"0","hg19-EIF3J"
"hg19-TMOD3",1.43304400253186e-33,0.254582289382665,0.302,0.222,2.59266320938064e-29,"0","hg19-TMOD3"
"hg19-CNRIP1",1.79920281102904e-33,0.315459337389574,0.457,0.421,3.25511772571374e-29,"0","hg19-CNRIP1"
"hg19-CLIP1",4.81589917217555e-33,0.285082773584366,0.416,0.369,8.71292478230001e-29,"0","hg19-CLIP1"
"hg19-PAFAH1B2",5.41171211107795e-33,0.307332228457876,0.56,0.588,9.79086955136223e-29,"0","hg19-PAFAH1B2"
"hg19-SZRD1",6.36788953199994e-33,0.305789576369489,0.519,0.529,1.15207857412943e-28,"0","hg19-SZRD1"
"hg19-ACTR3",1.58508022123563e-32,0.303130846488915,0.579,0.61,2.86772713625949e-28,"0","hg19-ACTR3"
"hg19-PLOD1",1.63681033237974e-32,0.329268909450008,0.532,0.545,2.96131725334142e-28,"0","hg19-PLOD1"
"hg19-CFL2",2.13284773348432e-32,0.310060623225046,0.512,0.51,3.85874811941983e-28,"0","hg19-CFL2"
"hg19-PGAM1",2.71539689465713e-32,0.267000589470358,0.756,0.809,4.91269606181369e-28,"0","hg19-PGAM1"
"hg19-SH3GL1",2.97800091578383e-32,0.312689866755134,0.497,0.494,5.3877992568361e-28,"0","hg19-SH3GL1"
"hg19-POLR2I",3.72921358779248e-32,0.259492933360502,0.755,0.83,6.74689322303415e-28,"0","hg19-POLR2I"
"hg19-HERPUD1",1.08410786536932e-31,0.314391058913348,0.473,0.457,1.96136795002616e-27,"0","hg19-HERPUD1"
"hg19-FUOM",1.27855978304871e-31,0.281765431641374,0.377,0.317,2.31317035949172e-27,"0","hg19-FUOM"
"hg19-YIPF5",1.8926245742891e-31,0.286385617651194,0.449,0.422,3.42413637980383e-27,"0","hg19-YIPF5"
"hg19-EPN1",1.90945829757436e-31,0.292046635099867,0.568,0.598,3.45459195197154e-27,"0","hg19-EPN1"
"hg19-CEBPZ",5.24699343731017e-31,0.279836962457438,0.327,0.265,9.49286052678156e-27,"0","hg19-CEBPZ"
"hg19-CTDSP2",6.05304200531641e-31,0.269072985339655,0.504,0.484,1.09511635960184e-26,"0","hg19-CTDSP2"
"hg19-ACTN1",1.08964406283651e-30,0.31378331434838,0.763,0.806,1.97138403848381e-26,"0","hg19-ACTN1"
"hg19-ARSB",1.21677000809071e-30,0.257385177758378,0.276,0.199,2.20138029863772e-26,"0","hg19-ARSB"
"hg19-YARS",1.26080751863271e-30,0.287782886877313,0.391,0.346,2.2810529627103e-26,"0","hg19-YARS"
"hg19-RTF1",1.52912860692993e-30,0.284718073136712,0.651,0.706,2.76649947565764e-26,"0","hg19-RTF1"
"hg19-METAP2",7.73799649940841e-30,0.265404697086802,0.699,0.75,1.39995832667297e-25,"0","hg19-METAP2"
"hg19-RPL26L1",8.31275780812824e-30,0.306596934956092,0.571,0.601,1.50394414264656e-25,"0","hg19-RPL26L1"
"hg19-VIMP",1.23415981893179e-29,0.308523810312071,0.58,0.612,2.2328419444114e-25,"0","hg19-VIMP"
"hg19-BUB3",1.48436001433595e-29,0.305779345464436,0.395,0.353,2.6855041379366e-25,"0","hg19-BUB3"
"hg19-FOXD1",5.02679177045535e-29,0.262274642973141,0.31,0.244,9.09447167110782e-25,"0","hg19-FOXD1"
"hg19-HDGF",1.07146425212629e-28,0.3222981647408,0.598,0.654,1.93849312494689e-24,"0","hg19-HDGF"
"hg19-YAF2",1.43823282412559e-28,0.286980064665154,0.407,0.371,2.60205082540801e-24,"0","hg19-YAF2"
"hg19-HGS",1.53872700110322e-28,0.286114751969962,0.394,0.359,2.78386489039595e-24,"0","hg19-HGS"
"hg19-DLGAP4",1.66012071982772e-28,0.282868486223162,0.466,0.457,3.00349040631231e-24,"0","hg19-DLGAP4"
"hg19-HOXB2",2.24531134011055e-28,0.289378218350734,0.364,0.318,4.06221727652801e-24,"0","hg19-HOXB2"
"hg19-ARHGEF2",3.651026207122e-28,0.284655566476479,0.393,0.351,6.60543661392512e-24,"0","hg19-ARHGEF2"
"hg19-COX7A1",3.94057299859071e-28,0.366080940418508,0.507,0.444,7.12928466905032e-24,"0","hg19-COX7A1"
"hg19-CAPZA1",4.7142737226737e-28,0.304999270001917,0.718,0.801,8.52906401906125e-24,"0","hg19-CAPZA1"
"hg19-COX20",5.04272369699162e-28,0.267346864507396,0.742,0.781,9.12329571259724e-24,"0","hg19-COX20"
"hg19-RPL39L",6.78262288865593e-28,0.44340993678356,0.401,0.378,1.22711213301563e-23,"0","hg19-RPL39L"
"hg19-WDR45B",8.32468397437522e-28,0.279825327316516,0.522,0.535,1.50610182464397e-23,"0","hg19-WDR45B"
"hg19-HAX1",8.66367070171975e-28,0.275179939650361,0.607,0.662,1.56743130335514e-23,"0","hg19-HAX1"
"hg19-UBE2Z",9.2966990413189e-28,0.319609050043929,0.528,0.567,1.68195879055542e-23,"0","hg19-UBE2Z"
"hg19-GTF2H5",1.51948563688616e-27,0.260998008362793,0.659,0.715,2.74905341425444e-23,"0","hg19-GTF2H5"
"hg19-GTF2A2",3.90719680822791e-27,0.300216714064263,0.605,0.646,7.06890046544593e-23,"0","hg19-GTF2A2"
"hg19-NIPAL3",8.6705471157393e-27,0.250333093675011,0.337,0.275,1.56867538417955e-22,"0","hg19-NIPAL3"
