"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"hg19-LRRC59",8.69064377137696e-27,0.276912260640057,0.594,0.63,1.57231127111752e-22,"0","hg19-LRRC59"
"hg19-HERC2",1.16572805082521e-26,0.282301382404161,0.38,0.34,2.10903518955296e-22,"0","hg19-HERC2"
"hg19-MBNL1",2.00593720538308e-26,0.262759640798096,0.629,0.665,3.62914159197907e-22,"0","hg19-MBNL1"
"hg19-DCTN1",2.0216179702331e-26,0.278670185920286,0.386,0.353,3.65751123174572e-22,"0","hg19-DCTN1"
"hg19-MBOAT7",2.6732877032816e-26,0.26785945073648,0.347,0.303,4.83651211277708e-22,"0","hg19-MBOAT7"
"hg19-C16orf13",3.1539301186421e-26,0.269342601067587,0.66,0.72,5.70609037064729e-22,"0","hg19-C16orf13"
"hg19-MZT1",3.19888986233559e-26,0.276631321131792,0.255,0.189,5.78743153893756e-22,"0","hg19-MZT1"
"hg19-RECQL",3.79741301607942e-26,0.261349610191767,0.324,0.267,6.87027962869089e-22,"0","hg19-RECQL"
"hg19-EML4",1.75516866449546e-25,0.255901805723889,0.316,0.262,3.17545114780518e-21,"0","hg19-EML4"
"hg19-TMEM160",3.09374593445774e-25,0.295287090316572,0.655,0.72,5.59720514462094e-21,"0","hg19-TMEM160"
"hg19-CTNNB1",3.90216785612987e-25,0.558586281879641,0.506,0.515,7.05980208531016e-21,"0","hg19-CTNNB1"
"hg19-MEA1",6.24177985561009e-25,0.272079886334052,0.473,0.472,1.12926281147698e-20,"0","hg19-MEA1"
"hg19-XPO6",8.97610166690279e-25,0.256020482605262,0.35,0.305,1.62395631357605e-20,"0","hg19-XPO6"
"hg19-PRR13",1.47399976669168e-24,0.255621436475542,0.691,0.756,2.66676037789859e-20,"0","hg19-PRR13"
"hg19-CTDNEP1",9.55797548944866e-24,0.257658138873519,0.66,0.75,1.72922892555105e-19,"0","hg19-CTDNEP1"
"hg19-FAM229B",1.14297666952897e-23,0.270920920402964,0.452,0.448,2.06787339051181e-19,"0","hg19-FAM229B"
"hg19-IRAK1",1.59675337274713e-23,0.281377118617355,0.485,0.5,2.8888462019741e-19,"0","hg19-IRAK1"
"hg19-LGMN",1.71356061437718e-23,0.293811947346178,0.364,0.33,3.1001738635312e-19,"0","hg19-LGMN"
"hg19-LMAN1",3.23094841599693e-23,0.256402954741925,0.55,0.588,5.84543187422165e-19,"0","hg19-LMAN1"
"hg19-TCF4",3.23174139112757e-23,0.25803107249642,0.462,0.44,5.84686652482799e-19,"0","hg19-TCF4"
"hg19-DDX21",3.92944745222041e-23,0.279344714680616,0.664,0.689,7.10915633055717e-19,"0","hg19-DDX21"
"hg19-KIAA1430",8.1970077668147e-23,0.261829082148883,0.464,0.469,1.48300264517212e-18,"0","hg19-KIAA1430"
"hg19-WSB2",8.36636716279916e-23,0.269617909926739,0.506,0.519,1.51364314709362e-18,"0","hg19-WSB2"
"hg19-CDC42",2.09183790526599e-22,0.293403942771421,0.836,0.908,3.78455313820722e-18,"0","hg19-CDC42"
"hg19-KDELR3",3.83139524234235e-22,0.258103528367334,0.488,0.491,6.93176027244578e-18,"0","hg19-KDELR3"
"hg19-AMOTL2",5.48056965288163e-22,0.257044697032524,0.488,0.486,9.91544661599345e-18,"0","hg19-AMOTL2"
"hg19-ZFP36L1",9.20611265563426e-22,0.262374709312124,0.593,0.607,1.66556990165735e-17,"0","hg19-ZFP36L1"
"hg19-LSM1",1.01267925864704e-21,0.266794052708004,0.63,0.699,1.83213931474423e-17,"0","hg19-LSM1"
"hg19-FAM89B",1.39138780862376e-21,0.264438165555909,0.581,0.64,2.51729882336211e-17,"0","hg19-FAM89B"
"hg19-TAPBP",4.61163350987274e-21,0.256307784257251,0.522,0.561,8.34336734606176e-17,"0","hg19-TAPBP"
"hg19-GTF3C6",1.27276261383843e-20,0.263841143929477,0.659,0.709,2.30268212095648e-16,"0","hg19-GTF3C6"
"hg19-UBE2F",7.28838482888312e-20,0.259884944114544,0.469,0.488,1.31861458324153e-15,"0","hg19-UBE2F"
"hg19-ETHE1",8.75128931030374e-20,0.258111799346665,0.49,0.514,1.58328326202015e-15,"0","hg19-ETHE1"
"hg19-LRRFIP2",3.34535558108887e-18,0.262977213740804,0.377,0.36,6.05241731730599e-14,"0","hg19-LRRFIP2"
"hg19-DTD1",4.78722041468272e-18,0.257178815613947,0.399,0.397,8.66103917424398e-14,"0","hg19-DTD1"
"hg19-PPME1",1.18239978110785e-17,0.277448922315385,0.259,0.214,2.13919768398032e-13,"0","hg19-PPME1"
"hg19-SNHG18",2.4951174946444e-17,0.259530316735947,0.499,0.52,4.51416657131065e-13,"0","hg19-SNHG18"
"hg19-CHPF",3.8711870866492e-16,0.266130655106562,0.574,0.633,7.00375167716573e-12,"0","hg19-CHPF"
"hg19-MAPKAP1",5.67636731440149e-16,0.256777544246427,0.428,0.451,1.02696837452152e-11,"0","hg19-MAPKAP1"
"hg19-SNORA76",6.88806214157359e-16,0.255242115091093,0.386,0.385,1.24618820265349e-11,"0","hg19-SNORA76"
"hg19-BRD7",1.18200066593313e-15,0.254130516424984,0.376,0.371,2.13847560480621e-11,"0","hg19-BRD7"
"hg19-ZFP36",1.81680064160615e-15,0.255767882753701,0.385,0.374,3.28695572079384e-11,"0","hg19-ZFP36"
"hg19-LSM12",3.53513418804918e-15,0.252675017893316,0.492,0.53,6.39576477301858e-11,"0","hg19-LSM12"
"hg19-SPCS3",1.21561104345947e-14,0.286251030924825,0.469,0.502,2.19928349982687e-10,"0","hg19-SPCS3"
"hg19-BCL7B",2.00721437913528e-14,0.252474798229582,0.396,0.404,3.63145225473154e-10,"0","hg19-BCL7B"
"hg19-GJA1",1.78831209019173e-13,0.282995190864318,0.368,0.361,3.23541423357488e-09,"0","hg19-GJA1"
"hg19-C16orf74",1.8173971618854e-12,0.27119589560091,0.395,0.409,3.28803494528306e-08,"0","hg19-C16orf74"
"hg19-GALNT1",6.6923863672856e-12,0.274524545687722,0.449,0.487,1.21078654156931e-07,"0","hg19-GALNT1"
"hg19-CDC42SE1",9.24997070410579e-11,0.294134267471552,0.284,0.261,1.67350469978682e-06,"0","hg19-CDC42SE1"
"hg19-TUBB4B",2.63630963143032e-10,0.326860372406795,0.486,0.524,4.76961138518374e-06,"0","hg19-TUBB4B"
"hg19-FUS",5.3925707827319e-10,0.263568669484689,0.53,0.62,9.75623906011855e-06,"0","hg19-FUS"
"hg19-STMN1",5.87857849437207e-05,0.338810581060773,0.336,0.363,1,"0","hg19-STMN1"
"hg19-C1orf56",8.87842013211223e-05,0.3018057465797,0.259,0.258,1,"0","hg19-C1orf56"
"hg19-PTGDS",0,2.152194903262,0.919,0.2,0,"1","hg19-PTGDS"
"hg19-NID1",0,2.07167868012883,0.99,0.371,0,"1","hg19-NID1"
"hg19-COL3A1",0,1.99497247001125,1,0.928,0,"1","hg19-COL3A1"
"hg19-CFD",0,1.94794831915462,0.965,0.244,0,"1","hg19-CFD"
"hg19-ADH1B",0,1.77389203730106,0.96,0.235,0,"1","hg19-ADH1B"
"hg19-MGP",0,1.75123384664853,0.535,0.085,0,"1","hg19-MGP"
"hg19-SRPX",0,1.70324755104878,0.97,0.347,0,"1","hg19-SRPX"
"hg19-RP11-572C15.6",0,1.54449632740264,0.978,0.612,0,"1","hg19-RP11-572C15.6"
"hg19-CST3",0,1.51895883907181,0.997,0.934,0,"1","hg19-CST3"
"hg19-IGFBP5",0,1.48919022838838,0.939,0.453,0,"1","hg19-IGFBP5"
"hg19-PPAP2B",0,1.35982186422262,0.873,0.312,0,"1","hg19-PPAP2B"
"hg19-ADAMTS5",0,1.31375810456544,0.841,0.173,0,"1","hg19-ADAMTS5"
"hg19-APOE",0,1.2873796266228,0.882,0.237,0,"1","hg19-APOE"
"hg19-SOX4",0,1.22772681029827,0.869,0.488,0,"1","hg19-SOX4"
"hg19-C1S",0,1.16353707397429,0.938,0.494,0,"1","hg19-C1S"
"hg19-CPB1",0,1.1539718528541,0.628,0.114,0,"1","hg19-CPB1"
"hg19-MGST1",0,1.1488382172974,0.998,0.757,0,"1","hg19-MGST1"
"hg19-COL6A3",0,1.10803795251793,0.978,0.771,0,"1","hg19-COL6A3"
"hg19-EIF3E",0,1.09736663617238,0.998,0.856,0,"1","hg19-EIF3E"
"hg19-SERPINF1",0,1.08370419299137,0.942,0.304,0,"1","hg19-SERPINF1"
"hg19-COL5A2",0,1.05052553536692,0.991,0.781,0,"1","hg19-COL5A2"
"hg19-PLTP",0,1.00808301396511,0.775,0.231,0,"1","hg19-PLTP"
"hg19-C1R",0,0.97327851189916,0.796,0.255,0,"1","hg19-C1R"
"hg19-COL6A2",0,0.966919368226447,1,0.959,0,"1","hg19-COL6A2"
"hg19-LAPTM4A",0,0.93984594925871,0.983,0.765,0,"1","hg19-LAPTM4A"
"hg19-CCDC80",0,0.935086879975624,0.999,0.976,0,"1","hg19-CCDC80"
"hg19-NGFRAP1",0,0.917707773957129,0.994,0.889,0,"1","hg19-NGFRAP1"
"hg19-MARCKSL1",0,0.901870582173529,0.75,0.295,0,"1","hg19-MARCKSL1"
"hg19-FBLN1",0,0.900923387821366,0.638,0.166,0,"1","hg19-FBLN1"
"hg19-TKT",0,0.90013239419221,0.924,0.554,0,"1","hg19-TKT"
"hg19-PDGFRB",0,0.894563321273019,0.908,0.478,0,"1","hg19-PDGFRB"
"hg19-TCEAL4",0,0.885206540589672,0.948,0.688,0,"1","hg19-TCEAL4"
"hg19-FSTL1",0,0.871498020510238,0.999,0.981,0,"1","hg19-FSTL1"
"hg19-GPNMB",0,0.868436301759784,0.606,0.139,0,"1","hg19-GPNMB"
"hg19-UBXN1",0,0.863739364356051,0.964,0.664,0,"1","hg19-UBXN1"
"hg19-FAM198B",0,0.863099902632594,0.75,0.239,0,"1","hg19-FAM198B"
"hg19-TMEM45A",0,0.848987679500678,0.713,0.218,0,"1","hg19-TMEM45A"
"hg19-TNFRSF21",0,0.835627229997552,0.606,0.116,0,"1","hg19-TNFRSF21"
"hg19-TMEM64",0,0.833372339153877,0.682,0.174,0,"1","hg19-TMEM64"
"hg19-RAB13",0,0.831799565270177,0.98,0.768,0,"1","hg19-RAB13"
"hg19-AGTR1",0,0.83173397375114,0.633,0.071,0,"1","hg19-AGTR1"
"hg19-ASS1",0,0.82991583429851,0.935,0.448,0,"1","hg19-ASS1"
"hg19-CIRBP",0,0.824985801244744,0.985,0.852,0,"1","hg19-CIRBP"
"hg19-CCNG1",0,0.823623662449626,0.932,0.549,0,"1","hg19-CCNG1"
"hg19-COL6A1",0,0.819166683949917,1,0.988,0,"1","hg19-COL6A1"
"hg19-DPT",0,0.816100477354575,0.369,0.019,0,"1","hg19-DPT"
"hg19-NPC2",0,0.810153163408183,0.985,0.84,0,"1","hg19-NPC2"
"hg19-SAT2",0,0.79831365892855,0.901,0.508,0,"1","hg19-SAT2"
"hg19-LAMA4",0,0.775481456022899,0.853,0.395,0,"1","hg19-LAMA4"
"hg19-EEF2",0,0.763737374379937,1,0.994,0,"1","hg19-EEF2"
"hg19-PIK3R1",0,0.756814814819946,0.716,0.238,0,"1","hg19-PIK3R1"
"hg19-RPS4Y1",0,0.743572654722117,0.997,0.972,0,"1","hg19-RPS4Y1"
"hg19-PPAP2A",0,0.732042184492911,0.665,0.223,0,"1","hg19-PPAP2A"
"hg19-REV3L",0,0.701370802923728,0.67,0.234,0,"1","hg19-REV3L"
"hg19-EPHB6",0,0.694091545771813,0.483,0.068,0,"1","hg19-EPHB6"
"hg19-RPS9",0,0.688654294714744,1,1,0,"1","hg19-RPS9"
"hg19-SFRP1",0,0.659683293773197,0.427,0.082,0,"1","hg19-SFRP1"
"hg19-RAMP2",0,0.636629750390079,0.498,0.1,0,"1","hg19-RAMP2"
"hg19-SPG20",0,0.632798827638506,0.64,0.224,0,"1","hg19-SPG20"
"hg19-FTH1",0,0.624422355985802,1,1,0,"1","hg19-FTH1"
"hg19-ANKDD1A",0,0.601790628095767,0.536,0.092,0,"1","hg19-ANKDD1A"
"hg19-RPS5",0,0.600414893451942,1,1,0,"1","hg19-RPS5"
"hg19-RPS4X",0,0.582837300660655,1,1,0,"1","hg19-RPS4X"
"hg19-COX4I1",0,0.523268787153903,1,0.988,0,"1","hg19-COX4I1"
"hg19-RPL7",0,0.52258924549467,1,1,0,"1","hg19-RPL7"
"hg19-GNB2L1",0,0.520466487715904,1,1,0,"1","hg19-GNB2L1"
"hg19-RPL13",0,0.517613338944456,1,1,0,"1","hg19-RPL13"
"hg19-ZBTB16",0,0.516677576992494,0.491,0.115,0,"1","hg19-ZBTB16"
"hg19-PFDN5",0,0.492503751332065,1,0.992,0,"1","hg19-PFDN5"
"hg19-RPL10",0,0.483881516743538,1,1,0,"1","hg19-RPL10"
"hg19-RPS19",0,0.463775717075054,1,1,0,"1","hg19-RPS19"
"hg19-RPL3",0,0.449268787685219,1,1,0,"1","hg19-RPL3"
"hg19-RPS6",0,0.444910970821977,1,1,0,"1","hg19-RPS6"
"hg19-FABP4",0,0.435022965261897,0.965,0.24,0,"1","hg19-FABP4"
"hg19-RPS15",0,0.422589907667743,1,1,0,"1","hg19-RPS15"
"hg19-RPL13A",0,0.414331585893657,1,1,0,"1","hg19-RPL13A"
"hg19-FAU",0,0.399480001252086,1,0.999,0,"1","hg19-FAU"
"hg19-RPL15",0,0.373388629242307,1,1,0,"1","hg19-RPL15"
"hg19-UBA52",0,0.356230957364338,1,0.999,0,"1","hg19-UBA52"
"hg19-RPL18A",0,0.326597328941855,1,1,0,"1","hg19-RPL18A"
"hg19-RPL19",0,0.304089654930243,1,1,0,"1","hg19-RPL19"
"hg19-FCGRT",1.15711540174454e-306,0.677078249249713,0.755,0.32,2.09345318483621e-302,"1","hg19-FCGRT"
"hg19-CIDEC",6.32961278007913e-302,0.478388667741507,0.898,0.237,1.14515354417192e-297,"1","hg19-CIDEC"
"hg19-SH3D19",5.55719241810378e-301,0.61717024909637,0.649,0.232,1.00540725228334e-296,"1","hg19-SH3D19"
"hg19-BTF3",1.75275837539816e-297,0.481449625953981,1,0.99,3.17109045277035e-293,"1","hg19-BTF3"
"hg19-RPL11",3.26577069707071e-295,0.318323428942202,1,1,5.90843234514033e-291,"1","hg19-RPL11"
"hg19-SERPING1",7.12215104774789e-291,0.688269829446643,0.661,0.258,1.28853956755855e-286,"1","hg19-SERPING1"
"hg19-RPL32",9.60692516293506e-291,0.255520662182766,1,1,1.73808490047821e-286,"1","hg19-RPL32"
"hg19-GLTSCR2",2.30852907070823e-289,0.679854057370029,0.99,0.852,4.17659079472533e-285,"1","hg19-GLTSCR2"
"hg19-MT-ND3",4.8896417574569e-288,0.674637780047805,0.999,0.928,8.84633986759103e-284,"1","hg19-MT-ND3"
"hg19-RPL8",7.9467112421473e-288,0.339409423638219,1,1,1.43771899792929e-283,"1","hg19-RPL8"
"hg19-ATP5G2",5.63572960107884e-286,0.58976725818962,0.998,0.948,1.01961619942718e-281,"1","hg19-ATP5G2"
"hg19-RPLP0",6.53581504305479e-286,0.301905035158831,1,1,1.18245965758947e-281,"1","hg19-RPLP0"
"hg19-TGFBR3",9.57517284429406e-277,0.611550219275957,0.654,0.248,1.73234027098968e-272,"1","hg19-TGFBR3"
"hg19-DCN",8.60067842170229e-274,1.30372129402089,0.89,0.582,1.55603474005438e-269,"1","hg19-DCN"
"hg19-APOC1",3.91485763787029e-273,0.724687915337535,0.676,0.216,7.08276043843493e-269,"1","hg19-APOC1"
"hg19-EEF1D",2.48494304109394e-271,0.457300236251687,1,0.992,4.49575894994715e-267,"1","hg19-EEF1D"
"hg19-RPS13",9.74518835155385e-271,0.312101913558611,1,1,1.76309947656312e-266,"1","hg19-RPS13"
"hg19-CRTAP",9.28739251701786e-268,0.658510557307991,0.951,0.73,1.68027505417887e-263,"1","hg19-CRTAP"
"hg19-ESD",1.95013765175816e-267,0.674501855864197,0.851,0.518,3.52818903956086e-263,"1","hg19-ESD"
"hg19-HTRA1",2.43933388866721e-267,0.865601999464712,0.901,0.628,4.41324287137671e-263,"1","hg19-HTRA1"
"hg19-GPX3",2.55680508538046e-267,1.21534440682329,0.642,0.266,4.62577176047033e-263,"1","hg19-GPX3"
"hg19-IL17RC",5.56777140130104e-264,0.554927055793688,0.533,0.17,1.00732120192338e-259,"1","hg19-IL17RC"
"hg19-LDHB",1.24655490158319e-263,0.634170558566042,0.992,0.888,2.25526712794431e-259,"1","hg19-LDHB"
"hg19-LMO3",4.67242441633972e-263,0.314963780625462,0.266,0.024,8.45335025404182e-259,"1","hg19-LMO3"
"hg19-PGD",1.73920648315761e-262,0.694155834826239,0.839,0.422,3.14657236932875e-258,"1","hg19-PGD"
"hg19-FXYD1",3.78800472113428e-262,0.573999647848965,0.518,0.157,6.85325814147613e-258,"1","hg19-FXYD1"
"hg19-NACA",1.53333080066976e-259,0.375354292080715,1,0.997,2.77410208457173e-255,"1","hg19-NACA"
"hg19-IMPDH2",3.31688883415306e-254,0.660098557242442,0.862,0.544,6.00091527874972e-250,"1","hg19-IMPDH2"
"hg19-COX7C",7.575943147501e-253,0.432995590824891,1,0.993,1.37063963424588e-248,"1","hg19-COX7C"
"hg19-CCDC69",6.91304605920665e-248,0.495406239154885,0.562,0.189,1.25070829303167e-243,"1","hg19-CCDC69"
"hg19-EIF1",1.59426289261951e-247,0.457794427125307,1,0.997,2.88434042532723e-243,"1","hg19-EIF1"
"hg19-AKR1C2",1.45778493213656e-246,0.473535845759671,0.73,0.232,2.63742449922147e-242,"1","hg19-AKR1C2"
"hg19-FKBP5",1.57692445465356e-246,0.520313157553979,0.602,0.213,2.85297172335921e-242,"1","hg19-FKBP5"
"hg19-PSAP",3.98941495946925e-244,0.68178956475792,0.997,0.837,7.21764954467176e-240,"1","hg19-PSAP"
"hg19-PCYOX1",7.11420424368572e-244,0.677122769070024,0.846,0.497,1.28710183176762e-239,"1","hg19-PCYOX1"
"hg19-RPL39",8.04739180260678e-244,0.338848809228557,1,1,1.45593412492762e-239,"1","hg19-RPL39"
"hg19-SOD3",1.12529253226616e-242,0.69539998376162,0.619,0.257,2.03587924937593e-238,"1","hg19-SOD3"
"hg19-BTG1",1.10321573309374e-238,0.762117431179786,0.95,0.691,1.99593790431319e-234,"1","hg19-BTG1"
"hg19-APCDD1",3.6685210111529e-238,0.742669969206253,0.519,0.168,6.63708821337783e-234,"1","hg19-APCDD1"
"hg19-HCFC1R1",7.15143483939037e-238,0.624502357173816,0.738,0.366,1.29383759114251e-233,"1","hg19-HCFC1R1"
"hg19-B2M",2.46117258280036e-237,0.703698355649797,0.998,0.972,4.45275343680241e-233,"1","hg19-B2M"
"hg19-RPL18",1.20207005047497e-236,0.321237179085776,1,1,2.17478513531932e-232,"1","hg19-RPL18"
"hg19-NRN1",9.56720210910106e-236,0.774253259974769,0.811,0.437,1.73089820557856e-231,"1","hg19-NRN1"
"hg19-COPS8",1.00376528781592e-235,0.675944937195347,0.748,0.409,1.81601215871657e-231,"1","hg19-COPS8"
"hg19-GSN",1.21339764512797e-234,0.966651085244351,0.743,0.405,2.19527901956552e-230,"1","hg19-GSN"
"hg19-CDKN1C",2.74564750892759e-232,0.426445234900872,0.411,0.104,4.9674254731518e-228,"1","hg19-CDKN1C"
"hg19-MPST",3.40415924068845e-232,0.606662347812844,0.924,0.561,6.15880489825355e-228,"1","hg19-MPST"
"hg19-ADM",4.67568217468979e-226,0.800701218543914,0.745,0.406,8.45924419044877e-222,"1","hg19-ADM"
"hg19-PIM1",1.65226655033812e-225,0.513973760070402,0.55,0.201,2.98928064287173e-221,"1","hg19-PIM1"
"hg19-PRDX6",8.70380259788424e-225,0.688718659524024,0.992,0.865,1.57469196600922e-220,"1","hg19-PRDX6"
"hg19-TCF7L2",6.45142388542903e-224,0.584558012619929,0.766,0.421,1.16719160935182e-219,"1","hg19-TCF7L2"
"hg19-LAMB1",7.21439357707096e-224,0.487344093501804,0.598,0.242,1.30522808596368e-219,"1","hg19-LAMB1"
"hg19-GPX4",3.046144614378e-222,0.42474352183601,1,0.992,5.51108483633269e-218,"1","hg19-GPX4"
"hg19-MAN1A1",1.51324189208727e-221,0.480456659573884,0.525,0.188,2.7377572311643e-217,"1","hg19-MAN1A1"
"hg19-NFIA",7.26108939124894e-216,0.550083287872824,0.716,0.342,1.31367629266476e-211,"1","hg19-NFIA"
"hg19-TMEM119",2.60769640409168e-215,0.395444298908752,0.4,0.096,4.71784433428266e-211,"1","hg19-TMEM119"
"hg19-RRAS2",7.07969849855429e-215,0.64537720736704,0.844,0.565,1.28085905235844e-210,"1","hg19-RRAS2"
"hg19-TCEAL1",3.92246763651152e-214,0.446346183343481,0.492,0.167,7.09652844797664e-210,"1","hg19-TCEAL1"
"hg19-TXNIP",1.63880436932483e-213,0.667647141304524,0.831,0.509,2.96492486498248e-209,"1","hg19-TXNIP"
"hg19-GSTP1",2.02712001244016e-213,0.625172133207658,0.993,0.919,3.66746552650673e-209,"1","hg19-GSTP1"
"hg19-RPS2",1.19579410229236e-212,0.250200211422993,1,1,2.16343068986734e-208,"1","hg19-RPS2"
"hg19-CELF2",3.1690829151623e-211,0.545617123038056,0.503,0.181,5.73350481011163e-207,"1","hg19-CELF2"
"hg19-FIBIN",1.11089805456568e-210,0.467725989578291,0.405,0.108,2.00983676032022e-206,"1","hg19-FIBIN"
"hg19-LETMD1",5.56888941759061e-209,0.483556742781573,0.643,0.293,1.00752347343049e-204,"1","hg19-LETMD1"
"hg19-ZEB1",3.94546704077081e-208,0.501134604631172,0.631,0.273,7.13813897016255e-204,"1","hg19-ZEB1"
"hg19-NEDD9",9.25071290580919e-208,0.462737799780426,0.41,0.116,1.673638978919e-203,"1","hg19-NEDD9"
"hg19-PDZRN3",8.19177755645715e-207,0.425403122264211,0.438,0.138,1.48205639551423e-202,"1","hg19-PDZRN3"
"hg19-LAMC1",1.32922949001574e-206,0.672090340228761,0.971,0.828,2.40484199333648e-202,"1","hg19-LAMC1"
"hg19-METTL7A",4.18456368783548e-205,0.411766205573983,0.577,0.207,7.57071262403194e-201,"1","hg19-METTL7A"
"hg19-OXA1L",9.67588611904032e-205,0.578867906926251,0.888,0.597,1.75056131665677e-200,"1","hg19-OXA1L"
"hg19-AKR1C1",5.87143483383422e-203,0.567202679543952,0.514,0.186,1.06225999013729e-198,"1","hg19-AKR1C1"
"hg19-ENPP1",2.89134241079769e-200,0.334156200975106,0.341,0.078,5.23101668961518e-196,"1","hg19-ENPP1"
"hg19-FARS2",5.45638303053532e-198,0.364691330959263,0.331,0.074,9.8716881788445e-194,"1","hg19-FARS2"
"hg19-MGST3",2.01269300981527e-195,0.684222526420505,0.929,0.681,3.64136419335778e-191,"1","hg19-MGST3"
"hg19-CREG1",2.01646658883812e-194,0.413509702591175,0.508,0.193,3.64819135252593e-190,"1","hg19-CREG1"
"hg19-IGBP1",2.75070871906724e-192,0.539073371624675,0.809,0.519,4.97658221453645e-188,"1","hg19-IGBP1"
"hg19-HIF3A",9.0183402599155e-192,0.299842651129756,0.284,0.054,1.63159811982391e-187,"1","hg19-HIF3A"
"hg19-EBF1",9.57553728559877e-192,0.492666153626085,0.625,0.28,1.73240620571053e-187,"1","hg19-EBF1"
"hg19-ANGPT1",1.07461452804287e-191,0.375378844436821,0.367,0.098,1.94419260413517e-187,"1","hg19-ANGPT1"
"hg19-MFAP4",2.425901248189e-191,0.589003255265717,0.602,0.272,4.38894053822354e-187,"1","hg19-MFAP4"
"hg19-ERGIC3",1.98007571500459e-188,0.52304021489813,0.959,0.782,3.5823529835863e-184,"1","hg19-ERGIC3"
"hg19-MT-CO1",5.69429307294509e-188,0.389410520326893,1,0.999,1.03021150275723e-183,"1","hg19-MT-CO1"
"hg19-OSR2",7.94606807265276e-188,0.475620683521039,0.341,0.081,1.43760263570434e-183,"1","hg19-OSR2"
"hg19-SNRPD2",4.97787823468181e-185,0.466275451191469,0.987,0.907,9.00597730218632e-181,"1","hg19-SNRPD2"
"hg19-EPHX1",1.62473867876456e-183,0.452345788736938,0.568,0.232,2.93947721762084e-179,"1","hg19-EPHX1"
"hg19-FBN2",6.31334068091608e-183,1.21934417819277,0.715,0.443,1.14220959599134e-178,"1","hg19-FBN2"
"hg19-SLC44A1",1.49121457389775e-182,0.456166062538677,0.594,0.265,2.69790540709581e-178,"1","hg19-SLC44A1"
"hg19-EPB41L4A-AS1",3.60328424532133e-182,0.506944238475882,0.953,0.743,6.51906185663535e-178,"1","hg19-EPB41L4A-AS1"
"hg19-SNAI2",1.0276125359759e-180,0.464259083675151,0.57,0.229,1.8591566000876e-176,"1","hg19-SNAI2"
"hg19-ANGPTL1",2.62753929289285e-179,0.281362354873421,0.27,0.051,4.75374408870175e-175,"1","hg19-ANGPTL1"
"hg19-CTSF",3.86741673247422e-179,0.3035625877976,0.32,0.077,6.99693035239237e-175,"1","hg19-CTSF"
"hg19-MTURN",1.19185275338858e-178,0.575008528388168,0.814,0.507,2.15630000143062e-174,"1","hg19-MTURN"
"hg19-PLEKHO2",1.23454243472953e-178,0.448153382746937,0.552,0.236,2.23353417291267e-174,"1","hg19-PLEKHO2"
"hg19-CCNG2",1.30568228569488e-177,0.386466943290113,0.481,0.18,2.36224039127918e-173,"1","hg19-CCNG2"
"hg19-QPRT",1.40063042361245e-177,0.360992613575214,0.382,0.115,2.53402056239964e-173,"1","hg19-QPRT"
"hg19-FBLN2",2.08043334659042e-177,0.621928717194777,0.794,0.486,3.76392001065139e-173,"1","hg19-FBLN2"
"hg19-EIF4B",7.20672844183363e-176,0.499607662673181,0.956,0.774,1.30384130969654e-171,"1","hg19-EIF4B"
"hg19-LCNL1",2.29054080819132e-175,0.303841266309135,0.269,0.053,4.14404643017974e-171,"1","hg19-LCNL1"
"hg19-IL11RA",2.37509248729112e-174,0.453418502004499,0.519,0.218,4.29701732800709e-170,"1","hg19-IL11RA"
"hg19-NPM1",1.83536843502534e-173,0.462875623911084,0.995,0.967,3.32054857264785e-169,"1","hg19-NPM1"
"hg19-ZNF581",3.7150487549504e-173,0.473563444867674,0.693,0.373,6.72126620745626e-169,"1","hg19-ZNF581"
"hg19-IL17RE",3.75980932503869e-172,0.534736167766207,0.46,0.168,6.80224703086e-168,"1","hg19-IL17RE"
"hg19-PCOLCE",1.02861974966939e-171,0.547543634894996,0.783,0.488,1.86097885110185e-167,"1","hg19-PCOLCE"
"hg19-PNRC1",3.42095643384854e-171,0.552481175094098,0.831,0.54,6.18919438011878e-167,"1","hg19-PNRC1"
"hg19-TTC39C",8.17324173036811e-171,0.4656601671551,0.676,0.359,1.4787028938582e-166,"1","hg19-TTC39C"
"hg19-ELOVL5",1.48858821290236e-169,0.370440049880955,0.914,0.515,2.69315379478295e-165,"1","hg19-ELOVL5"
"hg19-OLFML3",5.28510888536356e-168,0.506901579123577,0.698,0.356,9.56181899539974e-164,"1","hg19-OLFML3"
"hg19-RBM3",1.77332741418293e-167,0.448538565524174,0.998,0.967,3.20830395773975e-163,"1","hg19-RBM3"
"hg19-PLIN2",3.73535698420325e-167,0.607204075146469,0.797,0.488,6.75800785582052e-163,"1","hg19-PLIN2"
"hg19-FBXO32",1.10993379037989e-162,0.349602791940609,0.336,0.09,2.00809221355529e-158,"1","hg19-FBXO32"
"hg19-NABP1",6.58802336398444e-162,0.516413799386132,0.724,0.422,1.19190518701206e-157,"1","hg19-NABP1"
"hg19-TSC22D3",9.51931480179976e-162,0.497878213740723,0.613,0.306,1.72223443394161e-157,"1","hg19-TSC22D3"
"hg19-DGCR6",6.69994876504735e-160,0.462325015789067,0.672,0.332,1.21215473057237e-155,"1","hg19-DGCR6"
"hg19-CHRDL1",6.93338977869917e-160,0.408949912505518,0.502,0.197,1.25438887876225e-155,"1","hg19-CHRDL1"
