"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"mm10-Smc3",5.68896756931448e-95,0.308582002332121,0.705,0.461,8.82301980324983e-91,"0","mm10-Smc3"
"mm10-Dpy30",7.21185983403359e-95,0.321569428276467,0.902,0.749,1.11848734166027e-90,"0","mm10-Dpy30"
"mm10-D030056L22Rik",7.42956377732834e-95,0.259844414049604,0.54,0.295,1.15225104622585e-90,"0","mm10-D030056L22Rik"
"mm10-Hspa8",1.64799934154621e-94,0.366307998529895,0.997,0.986,2.55588217880402e-90,"0","mm10-Hspa8"
"mm10-Fam133b",2.0311770709573e-94,0.300569395110666,0.699,0.453,3.15015251934768e-90,"0","mm10-Fam133b"
"mm10-Vmp1",2.66871838484455e-94,0.305182283222741,0.822,0.619,4.13891534305541e-90,"0","mm10-Vmp1"
"mm10-Tbrg1",2.853581366296e-94,0.347073381810192,0.787,0.578,4.42561934098847e-90,"0","mm10-Tbrg1"
"mm10-Pgp",3.09104790485368e-94,0.311612207023127,0.839,0.614,4.79390619563758e-90,"0","mm10-Pgp"
"mm10-Nsun2",3.89173551835806e-94,0.255656576069438,0.606,0.342,6.03569261542152e-90,"0","mm10-Nsun2"
"mm10-Ciapin1",4.06583278641933e-94,0.28100384507425,0.659,0.406,6.30570006845773e-90,"0","mm10-Ciapin1"
"mm10-Psma2",9.1865804135398e-94,0.360422755212542,0.938,0.818,1.42474675633589e-89,"0","mm10-Psma2"
"mm10-Wisp2",1.81997008751834e-93,0.296723002815216,0.56,0.291,2.82259160873219e-89,"0","mm10-Wisp2"
"mm10-Setd8",2.27496154714804e-93,0.300004088668407,0.787,0.522,3.5282378634719e-89,"0","mm10-Setd8"
"mm10-Csf1",4.7682083390771e-93,0.27715183255743,0.6,0.326,7.39501431307468e-89,"0","mm10-Csf1"
"mm10-Plp2",7.20267077153705e-93,0.325074710188818,0.876,0.714,1.11706220995768e-88,"0","mm10-Plp2"
"mm10-Zrsr2",9.40381637861412e-93,0.315804062708063,0.763,0.547,1.45843788215926e-88,"0","mm10-Zrsr2"
"mm10-Eif4a3",1.18002566856527e-92,0.280285544398048,0.606,0.361,1.83010180937788e-88,"0","mm10-Eif4a3"
"mm10-Dnajc19",1.50542402329266e-92,0.314977832809339,0.95,0.825,2.33476211772458e-88,"0","mm10-Dnajc19"
"mm10-Ergic2",2.42438894357505e-92,0.323208287398149,0.888,0.707,3.75998481259055e-88,"0","mm10-Ergic2"
"mm10-Mlf2",2.52519864903132e-92,0.27360115014269,0.991,0.952,3.91633058478267e-88,"0","mm10-Mlf2"
"mm10-Nmt1",2.98110914708334e-92,0.298391147453988,0.821,0.607,4.62340217621156e-88,"0","mm10-Nmt1"
"mm10-Cops5",1.04041520871841e-91,0.271655666409525,0.664,0.414,1.61357994720137e-87,"0","mm10-Cops5"
"mm10-Bub3",1.04194384015433e-91,0.299047365501385,0.727,0.486,1.61595070169536e-87,"0","mm10-Bub3"
"mm10-Mrps5",1.7161174379999e-90,0.290082722706717,0.787,0.559,2.66152653459405e-86,"0","mm10-Mrps5"
"mm10-Pold2",1.79632186359439e-90,0.27088688027266,0.621,0.376,2.78591557824853e-86,"0","mm10-Pold2"
"mm10-Mtap",3.81651767605637e-90,0.290760678547783,0.631,0.401,5.91903726379582e-86,"0","mm10-Mtap"
"mm10-Eif3j2",4.4487444012317e-90,0.262317383858995,0.643,0.384,6.89955769187024e-86,"0","mm10-Eif3j2"
"mm10-Khsrp",8.83098267849429e-90,0.329127550806279,0.447,0.225,1.36959710360768e-85,"0","mm10-Khsrp"
"mm10-Csrp1",1.76602190268182e-89,0.302492877597672,0.613,0.365,2.73892336886923e-85,"0","mm10-Csrp1"
"mm10-Gatad1",6.92813789698618e-89,0.356549039386663,0.905,0.73,1.07448490644359e-84,"0","mm10-Gatad1"
"mm10-Kras",1.21434828132652e-88,0.314102172417904,0.768,0.552,1.8833327495093e-84,"0","mm10-Kras"
"mm10-H13",1.68077370297708e-88,0.31885473669964,0.763,0.579,2.60671193594715e-84,"0","mm10-H13"
"mm10-Lamtor5",2.67813294038412e-88,0.281672227271078,0.945,0.858,4.15351637724174e-84,"0","mm10-Lamtor5"
"mm10-Eif3g",3.19855305449346e-88,0.320651943352498,0.814,0.635,4.96063593221392e-84,"0","mm10-Eif3g"
"mm10-Rnaseh2c",3.43268953301932e-88,0.28132261718723,0.784,0.536,5.32375819675966e-84,"0","mm10-Rnaseh2c"
"mm10-Pin1",5.05052176392804e-88,0.296830527446208,0.943,0.833,7.83285420367599e-84,"0","mm10-Pin1"
"mm10-Snrnp70",6.55386103312535e-88,0.250290776141967,0.595,0.353,1.01643830762741e-83,"0","mm10-Snrnp70"
"mm10-Luc7l3",7.19766688126664e-88,0.301754668102167,0.764,0.537,1.11628615661564e-83,"0","mm10-Luc7l3"
"mm10-Snx5",1.78983871156644e-87,0.303056922436329,0.904,0.788,2.7758608577684e-83,"0","mm10-Snx5"
"mm10-Ythdf2",1.91822660461912e-87,0.290533241311431,0.615,0.378,2.97497764110379e-83,"0","mm10-Ythdf2"
"mm10-Sf3b6",2.64150354899101e-87,0.323902826823058,0.897,0.749,4.09670785413016e-83,"0","mm10-Sf3b6"
"mm10-Ube2j2",2.70894049880877e-87,0.281108414575819,0.715,0.483,4.20129581960253e-83,"0","mm10-Ube2j2"
"mm10-Zcrb1",3.26310350705877e-87,0.278708240448196,0.99,0.935,5.06074722909745e-83,"0","mm10-Zcrb1"
"mm10-Anxa5",3.50712535273115e-87,0.292080037529225,0.923,0.785,5.43920070955074e-83,"0","mm10-Anxa5"
"mm10-Brk1",4.01732992170533e-87,0.258138239486358,0.996,0.983,6.2304769755728e-83,"0","mm10-Brk1"
"mm10-Psmb5",5.94921731164416e-87,0.339064199325458,0.904,0.759,9.22664112862893e-83,"0","mm10-Psmb5"
"mm10-Thoc7",6.69502651436216e-87,0.289006854973815,0.895,0.735,1.03833166211243e-82,"0","mm10-Thoc7"
"mm10-Fgf7",1.53774860181395e-86,0.285239309901751,0.733,0.466,2.38489430655326e-82,"0","mm10-Fgf7"
"mm10-Smc4",3.19064960201697e-86,0.309571600701055,0.66,0.42,4.94837846776813e-82,"0","mm10-Smc4"
"mm10-U2af2",3.28267657985534e-86,0.256179575349331,0.636,0.397,5.09110310769764e-82,"0","mm10-U2af2"
"mm10-Trmt6",6.73603448867965e-85,0.281616989094269,0.67,0.43,1.04469158884933e-80,"0","mm10-Trmt6"
"mm10-Yaf2",3.23941203251729e-84,0.308232789668761,0.8,0.598,5.02400412123107e-80,"0","mm10-Yaf2"
"mm10-Pdlim7",7.50155179001444e-84,0.298337892284283,0.757,0.543,1.16341566711334e-79,"0","mm10-Pdlim7"
"mm10-Atp6v1g1",7.50516103262213e-84,0.364604560932988,0.997,0.981,1.16397542454937e-79,"0","mm10-Atp6v1g1"
"mm10-Gusb",1.09175926586197e-83,0.265155542647955,0.614,0.387,1.69320944542532e-79,"0","mm10-Gusb"
"mm10-Fbln2",1.88071327747134e-83,0.288319797057893,0.957,0.814,2.91679822203031e-79,"0","mm10-Fbln2"
"mm10-Nudc",2.7890690920936e-83,0.289224126615857,0.744,0.527,4.32556725492796e-79,"0","mm10-Nudc"
"mm10-Flna",6.00092976026085e-83,0.316556059582408,0.833,0.635,9.30684196518855e-79,"0","mm10-Flna"
"mm10-Gm10073",1.48905251350801e-82,0.275681552358961,0.992,0.962,2.30937154319958e-78,"0","mm10-Gm10073"
"mm10-Eif3d",3.01788353823305e-81,0.286205147990499,0.741,0.53,4.68043557944564e-77,"0","mm10-Eif3d"
"mm10-Eif1ax",7.57382473076526e-81,0.298478170792611,0.932,0.807,1.17462447749438e-76,"0","mm10-Eif1ax"
"mm10-Luzp1",8.29809770114253e-81,0.269130554517106,0.693,0.468,1.2869519724702e-76,"0","mm10-Luzp1"
"mm10-Znrd1",1.91071252866394e-80,0.287619235447735,0.831,0.663,2.96332406070491e-76,"0","mm10-Znrd1"
"mm10-Mt2",3.56539451967119e-80,0.470218872667487,0.773,0.574,5.52957036055805e-76,"0","mm10-Mt2"
"mm10-Arl2bp",4.27006834369618e-80,0.303823494993894,0.88,0.73,6.62244899423841e-76,"0","mm10-Arl2bp"
"mm10-Ralbp1",2.03794372154321e-79,0.288712936878718,0.885,0.741,3.16064691774136e-75,"0","mm10-Ralbp1"
"mm10-Cwc15",3.4078222608608e-79,0.279012174082627,0.929,0.828,5.28519154436902e-75,"0","mm10-Cwc15"
"mm10-Vdac1",1.45214157342208e-78,0.276114727271341,0.917,0.802,2.25212636622031e-74,"0","mm10-Vdac1"
"mm10-Elavl1",1.59034491398182e-78,0.2879452196607,0.85,0.666,2.46646592709441e-74,"0","mm10-Elavl1"
"mm10-Lsm3",5.51656692165789e-78,0.293795309523203,0.928,0.821,8.55564363879923e-74,"0","mm10-Lsm3"
"mm10-Mbd3",7.0395710127288e-78,0.28737920192121,0.932,0.802,1.09176706836411e-73,"0","mm10-Mbd3"
"mm10-Ankrd11",9.46216587651853e-78,0.269732704912234,0.69,0.463,1.46748730578926e-73,"0","mm10-Ankrd11"
"mm10-Rhoa",9.5560281046402e-78,0.303958997759568,0.947,0.857,1.48204439874865e-73,"0","mm10-Rhoa"
"mm10-Eif3i",1.78387489716078e-77,0.2842659409089,0.924,0.834,2.76661157800665e-73,"0","mm10-Eif3i"
"mm10-Actr3",2.64501629813065e-76,0.28617870776645,0.86,0.696,4.10215577677082e-72,"0","mm10-Actr3"
"mm10-Mrpl54",4.61438995839991e-76,0.2700672104371,0.963,0.879,7.15645738648242e-72,"0","mm10-Mrpl54"
"mm10-Get4",9.72296296616463e-76,0.271342243571506,0.761,0.548,1.50793432642247e-71,"0","mm10-Get4"
"mm10-Psmc5",1.02187160758922e-75,0.306991246508543,0.676,0.472,1.58482067621011e-71,"0","mm10-Psmc5"
"mm10-Gps1",1.16125494312205e-75,0.258243096739882,0.692,0.473,1.80099029128799e-71,"0","mm10-Gps1"
"mm10-Mrpl13",1.24018228899284e-75,0.284067915813155,0.843,0.67,1.923398711999e-71,"0","mm10-Mrpl13"
"mm10-Gorasp2",1.40312805034747e-75,0.2645321911595,0.78,0.586,2.17611129328389e-71,"0","mm10-Gorasp2"
"mm10-Fam96a",1.52282688728434e-75,0.278041444313789,0.828,0.63,2.36175221948928e-71,"0","mm10-Fam96a"
"mm10-Sqstm1",5.0852870630992e-75,0.313689102350738,0.68,0.479,7.88677170616055e-71,"0","mm10-Sqstm1"
"mm10-Arf1",7.13505832976869e-75,0.261418624124578,0.958,0.881,1.10657619636383e-70,"0","mm10-Arf1"
"mm10-Son",8.15644041202988e-75,0.28116432064559,0.958,0.89,1.26498234350171e-70,"0","mm10-Son"
"mm10-Yeats4",1.30012102553679e-74,0.480227629883562,0.733,0.524,2.01635769850502e-70,"0","mm10-Yeats4"
"mm10-Pin4",5.41959350524095e-74,0.267896438051999,0.779,0.573,8.40524756727819e-70,"0","mm10-Pin4"
"mm10-Wbp5",5.88051801110648e-74,0.281059705732283,0.99,0.913,9.12009538342504e-70,"0","mm10-Wbp5"
"mm10-Snrpb2",5.96037956369655e-74,0.279948499844519,0.894,0.769,9.24395266533698e-70,"0","mm10-Snrpb2"
"mm10-Rock2",1.72912676542907e-73,0.259569769101838,0.576,0.359,2.68170270050394e-69,"0","mm10-Rock2"
"mm10-Dohh",2.35469483490522e-73,0.262796915235874,0.735,0.515,3.65189621945451e-69,"0","mm10-Dohh"
"mm10-Nol7",4.07463502798818e-73,0.284423016211925,0.782,0.592,6.31935146490687e-69,"0","mm10-Nol7"
"mm10-Uqcrc1",4.71279698819827e-73,0.258807088719615,0.84,0.656,7.3090768489967e-69,"0","mm10-Uqcrc1"
"mm10-Smarca5",1.25724834182795e-72,0.291206692814988,0.747,0.54,1.94986645334097e-68,"0","mm10-Smarca5"
"mm10-Comt",1.52330950449153e-72,0.263345658876816,0.91,0.802,2.36250071051591e-68,"0","mm10-Comt"
"mm10-Timm9",4.79355416374517e-72,0.252164638977058,0.677,0.451,7.43432315255238e-68,"0","mm10-Timm9"
"mm10-Sac3d1",7.03109070321102e-72,0.252699030425664,0.707,0.488,1.090451857161e-67,"0","mm10-Sac3d1"
"mm10-Rtf1",9.70547406603129e-72,0.265840047087486,0.893,0.747,1.50522197290079e-67,"0","mm10-Rtf1"
"mm10-2810004N23Rik",4.71597640490852e-71,0.274703106813517,0.786,0.582,7.31400780637263e-67,"0","mm10-2810004N23Rik"
"mm10-Desi2",1.18108073761672e-70,0.274758420330261,0.789,0.602,1.83173811596976e-66,"0","mm10-Desi2"
"mm10-Srrm2",3.73275567589582e-70,0.281764490373899,0.97,0.928,5.78913077774682e-66,"0","mm10-Srrm2"
"mm10-Fam96b",7.0507466907747e-70,0.271624194539176,0.841,0.686,1.09350030427225e-65,"0","mm10-Fam96b"
"mm10-Rnf7",8.40674042260117e-70,0.260819899695091,0.965,0.886,1.30380137214122e-65,"0","mm10-Rnf7"
"mm10-Twist2",1.59128224361602e-69,0.256863377958136,0.74,0.524,2.46791963162409e-65,"0","mm10-Twist2"
"mm10-Kcmf1",4.18721533025133e-68,0.250071349836844,0.761,0.555,6.49395225568678e-64,"0","mm10-Kcmf1"
"mm10-Eny2",1.3401623605631e-67,0.258419332497076,0.965,0.876,2.07845780499732e-63,"0","mm10-Eny2"
"mm10-Etf1",2.16581264484471e-67,0.250149043923665,0.751,0.534,3.35895883088966e-63,"0","mm10-Etf1"
"mm10-Pfdn6",3.45259696394428e-65,0.263938026797222,0.84,0.682,5.35463263138118e-61,"0","mm10-Pfdn6"
"mm10-Tpi1",1.63351803583979e-64,0.283244887382977,0.971,0.904,2.53342312178393e-60,"0","mm10-Tpi1"
"mm10-Hnrnpdl",1.63043439485415e-63,0.257769626058519,0.844,0.68,2.5286407029793e-59,"0","mm10-Hnrnpdl"
"mm10-Eif1a",1.95649428179274e-63,0.250684597394366,0.815,0.635,3.03432698163236e-59,"0","mm10-Eif1a"
"mm10-Rfc1",3.1214451234607e-63,0.26069587582324,0.684,0.474,4.8410492419752e-59,"0","mm10-Rfc1"
"mm10-Cct4",3.8058805240067e-63,0.291226755668478,0.892,0.821,5.90254010468198e-59,"0","mm10-Cct4"
"mm10-Kif5b",8.76502962443606e-63,0.258287940677097,0.871,0.727,1.35936844445379e-58,"0","mm10-Kif5b"
"mm10-Cdc42",1.11465090519291e-62,0.266755770927436,0.939,0.86,1.72871208886368e-58,"0","mm10-Cdc42"
"mm10-Akt1",2.75900840060163e-62,0.252014535674091,0.817,0.666,4.27894612849307e-58,"0","mm10-Akt1"
"mm10-Nupr1",1.2489474213871e-61,0.326234326158327,0.766,0.59,1.93699255582925e-57,"0","mm10-Nupr1"
"mm10-Eif5",5.01721931318951e-60,0.25806039024582,0.929,0.837,7.78120543282561e-56,"0","mm10-Eif5"
"mm10-Cdk6",5.65874138667213e-60,0.285614132760575,0.623,0.424,8.7761420165898e-56,"0","mm10-Cdk6"
"mm10-Polr2c",4.55509938876872e-59,0.260600414202571,0.862,0.733,7.06450364204141e-55,"0","mm10-Polr2c"
"mm10-Actg2",1.75852359355519e-57,0.394970370361859,0.388,0.209,2.72729424124474e-53,"0","mm10-Actg2"
"mm10-Wbp11",2.51914617898905e-57,0.260522189535555,0.829,0.66,3.90694380899412e-53,"0","mm10-Wbp11"
"mm10-Ahnak",3.1965017251757e-57,0.295790130069814,0.972,0.908,4.95745452557499e-53,"0","mm10-Ahnak"
"mm10-Mthfd2",1.93971596917543e-51,0.260065799596225,0.86,0.711,3.00830549659417e-47,"0","mm10-Mthfd2"
"mm10-Polr2j",3.33171336422971e-51,0.251329900995763,0.949,0.879,5.16715425658386e-47,"0","mm10-Polr2j"
"mm10-Kdelr2",2.51652859606807e-44,0.285746253602345,0.934,0.848,3.90288419964198e-40,"0","mm10-Kdelr2"
"mm10-Col3a1",0,2.6138157233414,0.982,0.606,0,"1","mm10-Col3a1"
"mm10-Mgp",0,2.61266691659297,0.794,0.173,0,"1","mm10-Mgp"
"mm10-Cst3",0,2.10757098014719,0.997,0.982,0,"1","mm10-Cst3"
"mm10-Ptn",0,2.05783040620922,0.99,0.962,0,"1","mm10-Ptn"
"mm10-Postn",0,2.05277978205638,0.877,0.245,0,"1","mm10-Postn"
"mm10-Lox",0,1.84365987484839,0.909,0.572,0,"1","mm10-Lox"
"mm10-Cxcl12",0,1.8435986984427,0.986,0.918,0,"1","mm10-Cxcl12"
"mm10-Aspn",0,1.80064532532953,0.86,0.113,0,"1","mm10-Aspn"
"mm10-mt-Co1",0,1.6943521013121,1,1,0,"1","mm10-mt-Co1"
"mm10-Malat1",0,1.68479610437408,0.996,0.998,0,"1","mm10-Malat1"
"mm10-Dcn",0,1.66555177339981,0.603,0.095,0,"1","mm10-Dcn"
"mm10-Gas1",0,1.62732384870837,0.935,0.551,0,"1","mm10-Gas1"
"mm10-Col6a1",0,1.59236435312368,0.974,0.556,0,"1","mm10-Col6a1"
"mm10-mt-Atp6",0,1.54410910883467,1,1,0,"1","mm10-mt-Atp6"
"mm10-Col6a3",0,1.53876227744496,0.941,0.494,0,"1","mm10-Col6a3"
"mm10-mt-Co3",0,1.50594980683323,1,1,0,"1","mm10-mt-Co3"
"mm10-mt-Nd4",0,1.4814146701029,1,0.997,0,"1","mm10-mt-Nd4"
"mm10-Col6a2",0,1.41004820604449,0.924,0.384,0,"1","mm10-Col6a2"
"mm10-Sepp1",0,1.40351939779086,0.894,0.327,0,"1","mm10-Sepp1"
"mm10-mt-Cytb",0,1.4032880894215,1,0.999,0,"1","mm10-mt-Cytb"
"mm10-Marcks",0,1.38563914313701,0.986,0.954,0,"1","mm10-Marcks"
"mm10-Zfp36l1",0,1.38438334859424,0.912,0.484,0,"1","mm10-Zfp36l1"
"mm10-Fstl1",0,1.36358785323353,0.956,0.766,0,"1","mm10-Fstl1"
"mm10-Mmp2",0,1.34846432318939,0.782,0.276,0,"1","mm10-Mmp2"
"mm10-Col1a2",0,1.33648446856333,0.997,0.987,0,"1","mm10-Col1a2"
"mm10-Npc2",0,1.32961068919751,0.997,0.988,0,"1","mm10-Npc2"
"mm10-Rasl11a",0,1.30047025453486,0.629,0.252,0,"1","mm10-Rasl11a"
"mm10-Ifitm2",0,1.28409419737476,0.988,0.964,0,"1","mm10-Ifitm2"
"mm10-Ebf1",0,1.25157568108763,0.884,0.554,0,"1","mm10-Ebf1"
"mm10-Sparc",0,1.23760805159136,0.997,0.99,0,"1","mm10-Sparc"
"mm10-Dclk1",0,1.21448355444214,0.858,0.501,0,"1","mm10-Dclk1"
"mm10-Gm13305",0,1.19677213172634,0.872,0.438,0,"1","mm10-Gm13305"
"mm10-Col4a1",0,1.18393526865005,0.965,0.807,0,"1","mm10-Col4a1"
"mm10-Col4a2",0,1.18341504462386,0.915,0.636,0,"1","mm10-Col4a2"
"mm10-F3",0,1.17696527860025,0.786,0.401,0,"1","mm10-F3"
"mm10-Sned1",0,1.17526736961261,0.668,0.079,0,"1","mm10-Sned1"
"mm10-Col1a1",0,1.15669071825071,0.966,0.916,0,"1","mm10-Col1a1"
"mm10-mt-Co2",0,1.12898930989624,1,0.999,0,"1","mm10-mt-Co2"
"mm10-Vcan",0,1.12696757127371,0.833,0.493,0,"1","mm10-Vcan"
"mm10-Adamts1",0,1.09506975124625,0.697,0.365,0,"1","mm10-Adamts1"
"mm10-Itm2b",0,1.08397894100351,0.989,0.924,0,"1","mm10-Itm2b"
"mm10-Cdh11",0,1.0826461644793,0.769,0.353,0,"1","mm10-Cdh11"
"mm10-Eva1b",0,1.0644035689369,0.94,0.744,0,"1","mm10-Eva1b"
"mm10-Lxn",0,1.05151268718398,0.818,0.591,0,"1","mm10-Lxn"
"mm10-2410015M20Rik",0,1.04116794310587,0.988,0.894,0,"1","mm10-2410015M20Rik"
"mm10-Nrep",0,1.03851301308943,0.643,0.11,0,"1","mm10-Nrep"
"mm10-Ndufv3",0,1.02867202066632,0.994,0.972,0,"1","mm10-Ndufv3"
"mm10-Snai2",0,1.02271063039058,0.729,0.309,0,"1","mm10-Snai2"
"mm10-Lamp2",0,1.01412060831159,0.89,0.708,0,"1","mm10-Lamp2"
"mm10-mt-Nd2",0,1.01210367407195,0.999,0.995,0,"1","mm10-mt-Nd2"
"mm10-Fth1",0,1.00557559028587,1,1,0,"1","mm10-Fth1"
"mm10-Ifitm3",0,0.991616960462103,0.987,0.946,0,"1","mm10-Ifitm3"
"mm10-Smim1",0,0.977637333298152,0.804,0.404,0,"1","mm10-Smim1"
"mm10-Mgst1",0,0.977469442253281,0.952,0.675,0,"1","mm10-Mgst1"
"mm10-Aplp2",0,0.975083679062782,0.895,0.563,0,"1","mm10-Aplp2"
"mm10-Gas7",0,0.961939753195421,0.636,0.105,0,"1","mm10-Gas7"
"mm10-Laptm4a",0,0.953126902748644,0.987,0.959,0,"1","mm10-Laptm4a"
"mm10-Nenf",0,0.950830497688261,0.984,0.919,0,"1","mm10-Nenf"
"mm10-Gabarap",0,0.934755608733809,0.999,0.994,0,"1","mm10-Gabarap"
"mm10-Prrx1",0,0.928889590109917,0.909,0.718,0,"1","mm10-Prrx1"
"mm10-Psap",0,0.91238293482901,0.94,0.833,0,"1","mm10-Psap"
"mm10-Tmed3",0,0.882373203301463,0.925,0.794,0,"1","mm10-Tmed3"
"mm10-Pdcd4",0,0.871616575093077,0.78,0.428,0,"1","mm10-Pdcd4"
"mm10-Cyp1b1",0,0.840840126960289,0.799,0.493,0,"1","mm10-Cyp1b1"
"mm10-Thra",0,0.80722179497928,0.745,0.357,0,"1","mm10-Thra"
"mm10-Pdgfra",0,0.806426896168614,0.58,0.108,0,"1","mm10-Pdgfra"
"mm10-Nid1",0,0.799191762136339,0.832,0.578,0,"1","mm10-Nid1"
"mm10-Rpl22l1",0,0.797839654267042,0.995,0.989,0,"1","mm10-Rpl22l1"
"mm10-Bgn",0,0.795526588242522,0.997,0.984,0,"1","mm10-Bgn"
"mm10-Eif4a2",0,0.789405822283334,0.899,0.718,0,"1","mm10-Eif4a2"
"mm10-Maf",0,0.78248632808794,0.531,0.099,0,"1","mm10-Maf"
"mm10-Tcf7l1",0,0.780283234617418,0.702,0.341,0,"1","mm10-Tcf7l1"
"mm10-Nfia",0,0.774307074234982,0.661,0.258,0,"1","mm10-Nfia"
"mm10-Ghr",0,0.77297882344892,0.885,0.614,0,"1","mm10-Ghr"
"mm10-Cd248",0,0.763652450821592,0.692,0.332,0,"1","mm10-Cd248"
"mm10-Eid1",0,0.757401292772532,0.905,0.755,0,"1","mm10-Eid1"
"mm10-Angpt1",0,0.74851990823778,0.537,0.168,0,"1","mm10-Angpt1"
"mm10-Pfdn5",0,0.739888420759538,0.998,0.992,0,"1","mm10-Pfdn5"
"mm10-Tmem256",0,0.738800197043568,0.994,0.978,0,"1","mm10-Tmem256"
"mm10-Lrrc17",0,0.706334934281577,0.471,0.048,0,"1","mm10-Lrrc17"
"mm10-Cped1",0,0.69795064193494,0.56,0.122,0,"1","mm10-Cped1"
"mm10-mt-Nd1",0,0.695095145812985,1,0.999,0,"1","mm10-mt-Nd1"
"mm10-Tmem167",0,0.679557995489863,0.996,0.995,0,"1","mm10-Tmem167"
"mm10-1810058I24Rik",0,0.664051358563315,0.997,0.973,0,"1","mm10-1810058I24Rik"
"mm10-Kitl",0,0.635339851431909,0.559,0.198,0,"1","mm10-Kitl"
"mm10-Gm10260",0,0.63183910844057,0.999,0.999,0,"1","mm10-Gm10260"
"mm10-Fzd1",0,0.591716308179314,0.485,0.117,0,"1","mm10-Fzd1"
"mm10-Ednra",0,0.590006652448873,0.472,0.095,0,"1","mm10-Ednra"
"mm10-Cdo1",0,0.588642291415943,0.445,0.078,0,"1","mm10-Cdo1"
"mm10-Apod",0,0.587207752477657,0.312,0.006,0,"1","mm10-Apod"
"mm10-Txnip",0,0.587141943740694,0.507,0.14,0,"1","mm10-Txnip"
"mm10-Scara5",0,0.56877566915646,0.442,0.058,0,"1","mm10-Scara5"
"mm10-Fxyd1",0,0.563272353852341,0.363,0.022,0,"1","mm10-Fxyd1"
"mm10-Ndufa7",0,0.527685035180272,0.998,0.997,0,"1","mm10-Ndufa7"
"mm10-Rpl35",0,0.522128779901907,0.999,0.999,0,"1","mm10-Rpl35"
"mm10-Rps18",0,0.497976482626307,0.999,1,0,"1","mm10-Rps18"
"mm10-Rpl13",0,0.47841265135366,0.999,1,0,"1","mm10-Rpl13"
"mm10-Serf2",0,0.476232598138624,0.999,1,0,"1","mm10-Serf2"
"mm10-Ppp1r3c",0,0.467037231997698,0.329,0.013,0,"1","mm10-Ppp1r3c"
"mm10-Islr",0,0.427986665491039,0.329,0.015,0,"1","mm10-Islr"
"mm10-Ogn",2.50335095069732e-307,0.829232238175972,0.468,0.117,3.88244698943648e-303,"1","mm10-Ogn"
"mm10-Ddit3",7.12253304775464e-302,0.889762325597969,0.73,0.412,1.10463365037627e-297,"1","mm10-Ddit3"
"mm10-Zeb2",2.68955775440363e-301,0.721787692363565,0.73,0.407,4.1712351213046e-297,"1","mm10-Zeb2"
"mm10-Sesn3",1.43393555724798e-299,0.680555672255748,0.654,0.299,2.2238906557359e-295,"1","mm10-Sesn3"
"mm10-Gm2000",5.60111904198658e-299,0.659935422575884,0.925,0.832,8.68677552221699e-295,"1","mm10-Gm2000"
"mm10-Mgst3",5.61290326145167e-299,0.854919484145542,0.889,0.709,8.7050516681854e-295,"1","mm10-Mgst3"
"mm10-Cd63",1.47475407287353e-298,1.06941346044149,0.995,0.994,2.28719609161956e-294,"1","mm10-Cd63"
"mm10-Tmem258",1.00312976618648e-297,0.610446757327568,0.987,0.97,1.55575395437861e-293,"1","mm10-Tmem258"
"mm10-Vkorc1",7.97417084649868e-297,0.747841081319274,0.767,0.524,1.23671415658348e-292,"1","mm10-Vkorc1"
"mm10-C3",1.67275129847174e-291,0.543382932911951,0.427,0.076,2.59426998879983e-287,"1","mm10-C3"
"mm10-Lamtor2",4.22605591275323e-290,0.643384862341525,0.939,0.866,6.55419011508899e-286,"1","mm10-Lamtor2"
"mm10-Mt1",2.64437299374997e-289,1.01620388293865,0.997,0.989,4.10115807600683e-285,"1","mm10-Mt1"
"mm10-Gas6",5.67852770287277e-289,1.49759372742878,0.635,0.329,8.80682861438537e-285,"1","mm10-Gas6"
"mm10-Mylk",1.09873902539819e-288,0.630244874943967,0.444,0.107,1.70403435449006e-284,"1","mm10-Mylk"
"mm10-App",2.89015457780385e-288,0.753131466277696,0.769,0.525,4.48234073471599e-284,"1","mm10-App"
"mm10-Nfat5",1.63183721177014e-287,0.740815808551647,0.834,0.634,2.53081633173432e-283,"1","mm10-Nfat5"
"mm10-Hacd2",1.33330820751616e-286,0.724403901248187,0.741,0.441,2.06782769903681e-282,"1","mm10-Hacd2"
"mm10-mt-Nd5",4.42473219290545e-285,0.697145215718405,0.943,0.813,6.86231715797707e-281,"1","mm10-mt-Nd5"
"mm10-Atraid",7.96877033238152e-283,0.769388450818036,0.735,0.472,1.23587659084905e-278,"1","mm10-Atraid"
"mm10-Spcs1",2.23846841436164e-282,0.660352821118213,0.979,0.957,3.47164066383347e-278,"1","mm10-Spcs1"
"mm10-Nfib",4.09446075387262e-281,0.784029995859341,0.768,0.53,6.35009918318105e-277,"1","mm10-Nfib"
"mm10-Meis2",1.65625899761488e-278,0.709668050612865,0.857,0.684,2.56869207940092e-274,"1","mm10-Meis2"
"mm10-Hexa",2.36179331311149e-274,0.765420512806359,0.786,0.549,3.66290524930461e-270,"1","mm10-Hexa"
"mm10-Sec61g",2.49296831435631e-270,0.490210685599642,0.999,0.999,3.8663445587352e-266,"1","mm10-Sec61g"
"mm10-Hcfc1r1",2.83865533032894e-270,0.635179752727937,0.982,0.944,4.40247055180716e-266,"1","mm10-Hcfc1r1"
