"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"mm10-Anapc15",6.31705346883126e-223,0.489351367034169,0.769,0.415,9.79711822481041e-219,"0","mm10-Anapc15"
"mm10-Cenph",8.00121330342641e-223,0.413137916718899,0.566,0.193,1.2409081712284e-218,"0","mm10-Cenph"
"mm10-3300005D01Rik",1.75702230491769e-222,0.401246152994194,0.731,0.311,2.72496589269684e-218,"0","mm10-3300005D01Rik"
"mm10-Cnih4",1.8474303608432e-222,0.541700780037648,0.907,0.705,2.86517974663172e-218,"0","mm10-Cnih4"
"mm10-Alyref",6.71947312377126e-222,0.502946381560323,0.905,0.658,1.04212308676568e-217,"0","mm10-Alyref"
"mm10-Hmgn1",1.6648782346767e-221,0.471097874096308,1,0.997,2.5820596541601e-217,"0","mm10-Hmgn1"
"mm10-Sh3glb1",4.60016773111331e-220,0.50037419537378,0.966,0.813,7.13440013418363e-216,"0","mm10-Sh3glb1"
"mm10-Dusp1",8.18263837433167e-220,0.413010851392106,0.482,0.13,1.2690453854751e-215,"0","mm10-Dusp1"
"mm10-Eif2s1",1.55947451922317e-219,0.557217122276999,0.79,0.479,2.41858903186321e-215,"0","mm10-Eif2s1"
"mm10-Nip7",2.15627193857528e-219,0.507292923367492,0.794,0.459,3.3441621495364e-215,"0","mm10-Nip7"
"mm10-Sgol1",2.32795747329898e-219,0.488092920006587,0.551,0.19,3.61042924533938e-215,"0","mm10-Sgol1"
"mm10-Bloc1s2",6.59171392482593e-219,0.493341834018717,0.859,0.591,1.02230891260125e-214,"0","mm10-Bloc1s2"
"mm10-Ube2m",7.04325831130018e-219,0.50730759216733,0.88,0.62,1.09233893149955e-214,"0","mm10-Ube2m"
"mm10-Bok",8.78985086161348e-218,0.488054901644208,0.592,0.232,1.36321797012763e-213,"0","mm10-Bok"
"mm10-Acta2",1.29454492033689e-217,0.825867254945797,0.975,0.706,2.00770971695048e-213,"0","mm10-Acta2"
"mm10-Cct3",1.45790268543931e-217,0.558386477180328,0.822,0.521,2.26106127484783e-213,"0","mm10-Cct3"
"mm10-Plec",2.06114567841869e-217,0.570905146854939,0.857,0.569,3.19663083265954e-213,"0","mm10-Plec"
"mm10-Nucks1",3.41829943788173e-217,0.527078166134289,0.962,0.791,5.30144059821077e-213,"0","mm10-Nucks1"
"mm10-Axl",1.26338198373198e-216,0.499112250395053,0.792,0.452,1.95937911856992e-212,"0","mm10-Axl"
"mm10-Snhg9",6.29662000632611e-216,0.577151800460827,0.83,0.487,9.76542796781117e-212,"0","mm10-Snhg9"
"mm10-Rgs17",5.34197896274168e-215,0.359567765983888,0.434,0.094,8.28487517331607e-211,"0","mm10-Rgs17"
"mm10-Apex1",7.57790779740978e-215,0.547822325985091,0.816,0.528,1.17525772030028e-210,"0","mm10-Apex1"
"mm10-Racgap1",9.57165515341023e-215,0.440214786716493,0.586,0.22,1.48446799774239e-210,"0","mm10-Racgap1"
"mm10-Tarbp2",3.46769665690666e-214,0.460722802418469,0.693,0.336,5.37805074519654e-210,"0","mm10-Tarbp2"
"mm10-Gnl3",5.72327442889217e-214,0.488624961292617,0.771,0.423,8.87622631176887e-210,"0","mm10-Gnl3"
"mm10-Cgref1",2.17053815898413e-213,0.332840693373287,0.34,0.038,3.36628763076848e-209,"0","mm10-Cgref1"
"mm10-Gm10076",4.11434216371976e-213,0.456407958306107,0.995,0.97,6.38093326171298e-209,"0","mm10-Gm10076"
"mm10-Cdipt",6.66756220322567e-212,0.426982369795961,0.65,0.294,1.03407222209827e-207,"0","mm10-Cdipt"
"mm10-Spp1",8.43814964490871e-211,0.672193747732304,0.598,0.218,1.30867262842889e-206,"0","mm10-Spp1"
"mm10-H2afy",9.33208087139611e-211,0.486187298851193,0.806,0.503,1.44731242234482e-206,"0","mm10-H2afy"
"mm10-Ssrp1",1.10622929039305e-210,0.511672810190313,0.882,0.61,1.71565100647057e-206,"0","mm10-Ssrp1"
"mm10-Rps29",1.12620292022334e-210,0.353969832776913,1,1,1.74662810897437e-206,"0","mm10-Rps29"
"mm10-Gchfr",4.0209888559571e-210,0.532516429140366,0.669,0.305,6.23615161670386e-206,"0","mm10-Gchfr"
"mm10-Uck2",8.51216960418596e-210,0.440324439729514,0.648,0.285,1.3201523839132e-205,"0","mm10-Uck2"
"mm10-Eif3j1",1.80849689237883e-209,0.504270540972935,0.828,0.529,2.80479783039033e-205,"0","mm10-Eif3j1"
"mm10-Tpr",2.09907079706994e-209,0.507865304936806,0.832,0.541,3.25544889917577e-205,"0","mm10-Tpr"
"mm10-Polr1d",2.06087895673748e-208,0.492692425410697,0.99,0.946,3.19621717400416e-204,"0","mm10-Polr1d"
"mm10-Wdr89",3.8452540373342e-208,0.426520015738697,0.988,0.926,5.96360448650161e-204,"0","mm10-Wdr89"
"mm10-Tpst2",5.907443400307e-208,0.521360983099822,0.75,0.432,9.16185396953613e-204,"0","mm10-Tpst2"
"mm10-Srpk1",2.84891664732031e-207,0.45875255405851,0.751,0.412,4.41838482832907e-203,"0","mm10-Srpk1"
"mm10-Ass1",1.15029180265245e-206,0.361464473597689,0.435,0.1,1.78398755673368e-202,"0","mm10-Ass1"
"mm10-Fam64a",1.40140903516039e-206,0.431471067739489,0.479,0.143,2.17344527263025e-202,"0","mm10-Fam64a"
"mm10-Pcbp2",1.4366640223616e-206,0.407754792717033,1,0.997,2.2281222322806e-202,"0","mm10-Pcbp2"
"mm10-Rbm28",3.26786264964153e-206,0.450442952416539,0.729,0.387,5.06812818332904e-202,"0","mm10-Rbm28"
"mm10-Ptgs1",5.40181424158814e-206,0.429499972163015,0.646,0.268,8.37767370727905e-202,"0","mm10-Ptgs1"
"mm10-Gm2115",7.06282501155065e-206,0.456412370226766,0.768,0.387,1.09537353104139e-201,"0","mm10-Gm2115"
"mm10-Dlk2",8.67231159721178e-206,0.263268744833298,0.287,0.012,1.34498880561157e-201,"0","mm10-Dlk2"
"mm10-Ebna1bp2",1.86835443697071e-205,0.504360412057083,0.746,0.415,2.89763089629787e-201,"0","mm10-Ebna1bp2"
"mm10-Rrm2",2.10098039368718e-203,0.413706176847092,0.696,0.282,3.25841049256945e-199,"0","mm10-Rrm2"
"mm10-Fkbp3",2.50660801740339e-203,0.570131338777278,0.88,0.636,3.88749837419092e-199,"0","mm10-Fkbp3"
"mm10-Cenpf",4.48109172116264e-202,0.529457905419179,0.474,0.137,6.94972515035114e-198,"0","mm10-Cenpf"
"mm10-Sf3b4",6.01733195624828e-202,0.455167972785371,0.647,0.306,9.33228013094547e-198,"0","mm10-Sf3b4"
"mm10-Rpl19",1.60448862300665e-201,0.309229836621368,1,0.999,2.48840140542101e-197,"0","mm10-Rpl19"
"mm10-Prmt1",9.7055295390823e-201,0.519651861554836,0.839,0.547,1.50523057621627e-196,"0","mm10-Prmt1"
"mm10-Mrto4",1.76786333597858e-200,0.461894664393834,0.728,0.393,2.74177924776918e-196,"0","mm10-Mrto4"
"mm10-Myh9",1.368795643455e-199,0.574289318716925,0.743,0.398,2.12286516343436e-195,"0","mm10-Myh9"
"mm10-Rpl29",1.60023592717205e-199,0.443717423466693,0.796,0.496,2.48180589945113e-195,"0","mm10-Rpl29"
"mm10-Ssb",3.04217930235637e-199,0.54084021351907,0.901,0.699,4.71811588002449e-195,"0","mm10-Ssb"
"mm10-Emg1",7.67923596574586e-199,0.48882866690666,0.967,0.853,1.19097270592752e-194,"0","mm10-Emg1"
"mm10-1810022K09Rik",8.57115404302876e-198,0.544126812988042,0.907,0.689,1.32930028053333e-193,"0","mm10-1810022K09Rik"
"mm10-Ppp1ca",4.39034254741483e-197,0.428556353731351,0.994,0.957,6.80898225678566e-193,"0","mm10-Ppp1ca"
"mm10-Avpi1",5.38299442252084e-197,0.489514680711423,0.848,0.601,8.34848604988757e-193,"0","mm10-Avpi1"
"mm10-Ccnb1",6.95851172184456e-197,0.433565312755335,0.514,0.165,1.07919558294087e-192,"0","mm10-Ccnb1"
"mm10-Tmem126a",1.31640196932938e-196,0.469371989718747,0.917,0.693,2.04160781423293e-192,"0","mm10-Tmem126a"
"mm10-Il1rl1",1.5518796322225e-195,0.302092673311897,0.274,0.012,2.40681012161388e-191,"0","mm10-Il1rl1"
"mm10-Eef1a1",1.71293919331683e-195,0.500535427529502,1,1,2.65659739491506e-191,"0","mm10-Eef1a1"
"mm10-Siglecg",5.36705713757811e-195,0.258693725512832,0.256,0.004,8.3237689146699e-191,"0","mm10-Siglecg"
"mm10-Gpx1",1.22550911118192e-194,0.442807300427156,0.993,0.972,1.90064208053204e-190,"0","mm10-Gpx1"
"mm10-Txnl1",3.23070789952385e-194,0.528698606489949,0.883,0.679,5.01050488137154e-190,"0","mm10-Txnl1"
"mm10-Cmtm4",1.8568893093725e-193,0.408059939581387,0.599,0.264,2.87984962990582e-189,"0","mm10-Cmtm4"
"mm10-Taf1d",2.31147903468608e-193,0.421916417128793,0.576,0.235,3.58487283489465e-189,"0","mm10-Taf1d"
"mm10-Usp39",2.92544798787708e-193,0.374500291771767,0.574,0.23,4.53707728439856e-189,"0","mm10-Usp39"
"mm10-St3gal5",3.51713790416117e-193,0.391843412245994,0.642,0.29,5.45472917556356e-189,"0","mm10-St3gal5"
"mm10-Basp1",4.79842659467517e-193,0.49771962885021,0.975,0.838,7.44187980568172e-189,"0","mm10-Basp1"
"mm10-Tyms",8.1115718779663e-193,0.453488218060837,0.705,0.338,1.25802368255379e-188,"0","mm10-Tyms"
"mm10-Tpx2",1.0012719163388e-192,0.417769484781537,0.534,0.194,1.55287261504985e-188,"0","mm10-Tpx2"
"mm10-Npm3",1.36288383127973e-192,0.447330398827717,0.982,0.901,2.11369653393173e-188,"0","mm10-Npm3"
"mm10-Capzb",3.62498968541e-191,0.471152796516489,0.941,0.815,5.62199650310237e-187,"0","mm10-Capzb"
"mm10-Cdca8",6.7592781497091e-191,0.41562102108891,0.502,0.167,1.04829644823838e-186,"0","mm10-Cdca8"
"mm10-Shmt2",2.85873646904734e-190,0.424701317257186,0.649,0.311,4.43361438984552e-186,"0","mm10-Shmt2"
"mm10-Bag1",2.99418726794244e-190,0.428596181461926,0.979,0.861,4.64368503385193e-186,"0","mm10-Bag1"
"mm10-Bnip2",4.80484091795713e-190,0.440309683905062,0.767,0.468,7.45182777965971e-186,"0","mm10-Bnip2"
"mm10-Zc3h15",6.13932674958197e-190,0.484470154652576,0.93,0.748,9.52148185592667e-186,"0","mm10-Zc3h15"
"mm10-Mybbp1a",7.69127293943938e-190,0.39746784942419,0.605,0.264,1.19283952017765e-185,"0","mm10-Mybbp1a"
"mm10-Eif3c",2.98388351195958e-189,0.490150152072422,0.879,0.661,4.62770493869811e-185,"0","mm10-Eif3c"
"mm10-Chchd4",2.09394309655517e-188,0.438155072194205,0.826,0.488,3.24749634844741e-184,"0","mm10-Chchd4"
"mm10-Nasp",2.84190632610246e-188,0.412323810548369,0.624,0.277,4.4075125211523e-184,"0","mm10-Nasp"
"mm10-Srsf7",2.86674429752884e-187,0.521619230623822,0.883,0.647,4.44603373103748e-183,"0","mm10-Srsf7"
"mm10-E2f4",3.11773934599468e-187,0.446576498308022,0.766,0.456,4.83530195170314e-183,"0","mm10-E2f4"
"mm10-Naf1",4.38585016508109e-187,0.395359577577852,0.6,0.257,6.80201502102426e-183,"0","mm10-Naf1"
"mm10-Pold4",4.55747625645596e-187,0.482817688106243,0.83,0.582,7.06818992613756e-183,"0","mm10-Pold4"
"mm10-Rplp0",1.33858006415018e-185,0.392192728571212,1,0.999,2.07600382149051e-181,"0","mm10-Rplp0"
"mm10-Myl12a",3.45318420380838e-185,0.444815533459829,0.999,0.985,5.35554338168642e-181,"0","mm10-Myl12a"
"mm10-Ckap4",4.27193096901076e-185,0.46041019856962,0.921,0.695,6.62533773983879e-181,"0","mm10-Ckap4"
"mm10-Hmgb3",1.666160964773e-184,0.378092515014135,0.56,0.212,2.58404904026644e-180,"0","mm10-Hmgb3"
"mm10-Pcbp4",2.7955412039945e-184,0.447177253891038,0.815,0.521,4.33560485327508e-180,"0","mm10-Pcbp4"
"mm10-Magoh",4.12201585888839e-184,0.470918654921868,0.807,0.52,6.39283439555001e-180,"0","mm10-Magoh"
"mm10-Dnajb1",2.2796393956743e-183,0.423889907674756,0.708,0.396,3.53549273875127e-179,"0","mm10-Dnajb1"
"mm10-Rab2a",4.39996035847689e-183,0.453757190413173,0.955,0.834,6.82389851996182e-179,"0","mm10-Rab2a"
"mm10-Smc2",7.2080245099984e-183,0.441271353002414,0.656,0.304,1.11789252125565e-178,"0","mm10-Smc2"
"mm10-Cct2",8.86165768425422e-183,0.476584128975237,0.891,0.689,1.37435449025099e-178,"0","mm10-Cct2"
"mm10-Rpl39",1.03700372040439e-181,0.448494668162909,1,1,1.60828906997517e-177,"0","mm10-Rpl39"
"mm10-Ywhae",2.82325941040945e-181,0.425712365357435,0.991,0.937,4.37859301960402e-177,"0","mm10-Ywhae"
"mm10-Clcf1",1.23116925159183e-179,0.320590616938959,0.455,0.133,1.90942039229376e-175,"0","mm10-Clcf1"
"mm10-Arglu1",1.76690395083157e-179,0.498848348630343,0.915,0.719,2.74029133734468e-175,"0","mm10-Arglu1"
"mm10-Smn1",2.9968013393118e-179,0.374168667326324,0.59,0.262,4.64773919713867e-175,"0","mm10-Smn1"
"mm10-Bin1",4.60817082455115e-179,0.378956991995846,0.626,0.286,7.14681213179638e-175,"0","mm10-Bin1"
"mm10-Gja1",1.19348595517622e-178,0.264805177842745,0.323,0.049,1.8509773678828e-174,"0","mm10-Gja1"
"mm10-Exosc1",1.33963440998733e-178,0.435261373127127,0.776,0.471,2.07763900644934e-174,"0","mm10-Exosc1"
"mm10-Psmc2",2.90861255431399e-178,0.508842502273508,0.715,0.413,4.51096721048556e-174,"0","mm10-Psmc2"
"mm10-Lsm12",3.22002729721169e-178,0.458992557323486,0.839,0.564,4.9939403352456e-174,"0","mm10-Lsm12"
"mm10-Rps3",6.23062036958293e-178,0.383246052304355,1,0.999,9.66306913118617e-174,"0","mm10-Rps3"
"mm10-Arpp19",8.48406791137271e-178,0.418461261562353,0.989,0.922,1.31579409237479e-173,"0","mm10-Arpp19"
"mm10-Nudt21",3.00675297447854e-177,0.438923048774011,0.943,0.797,4.66317318811876e-173,"0","mm10-Nudt21"
"mm10-Gmnn",4.86816270729159e-177,0.387587193262625,0.623,0.265,7.55003354273852e-173,"0","mm10-Gmnn"
"mm10-Zfos1",1.89125078630925e-176,0.617736312590514,0.988,0.924,2.93314084448701e-172,"0","mm10-Zfos1"
"mm10-Nrp2",5.67233426488516e-176,0.383253127983017,0.582,0.236,8.79722321141039e-172,"0","mm10-Nrp2"
"mm10-Nav2",6.66592792786284e-176,0.273740910723707,0.341,0.059,1.03381876233225e-171,"0","mm10-Nav2"
"mm10-Yrdc",1.44404903296059e-175,0.415089139119776,0.691,0.358,2.23957564521857e-171,"0","mm10-Yrdc"
"mm10-Actn1",1.55073665108268e-175,0.459134362838872,0.795,0.493,2.40503747216413e-171,"0","mm10-Actn1"
"mm10-C1qbp",3.80361681327728e-175,0.457607541925733,0.951,0.818,5.89902931571174e-171,"0","mm10-C1qbp"
"mm10-Specc1",4.56034730943217e-175,0.291405216525045,0.429,0.116,7.07264264219835e-171,"0","mm10-Specc1"
"mm10-Atp1b3",5.1672796953377e-175,0.427724419908287,0.794,0.493,8.01393407949924e-171,"0","mm10-Atp1b3"
"mm10-Ndufaf2",5.72988467162217e-175,0.441735481925597,0.806,0.524,8.88647813721882e-171,"0","mm10-Ndufaf2"
"mm10-Ripk2",6.10932668709692e-175,0.326059774622075,0.459,0.153,9.47495475901861e-171,"0","mm10-Ripk2"
"mm10-Srsf9",5.16906995986677e-174,0.473358098213031,0.906,0.722,8.01671060075738e-170,"0","mm10-Srsf9"
"mm10-Filip1l",1.24912218994928e-173,0.3379853344821,0.493,0.163,1.93726360439233e-169,"0","mm10-Filip1l"
"mm10-Cdk1",1.93611813058214e-173,0.583337043072307,0.657,0.34,3.00272560871985e-169,"0","mm10-Cdk1"
"mm10-Psmd11",7.71670390025216e-173,0.479009005264612,0.869,0.623,1.19678360789011e-168,"0","mm10-Psmd11"
"mm10-Pbk",1.19552790794287e-172,0.364619928668696,0.505,0.176,1.8541442324286e-168,"0","mm10-Pbk"
"mm10-Emd",1.63893529873605e-172,0.436813953561087,0.756,0.466,2.54182475480975e-168,"0","mm10-Emd"
"mm10-Rps23",1.14782099713233e-171,0.269460117454576,1,1,1.78015558445253e-167,"0","mm10-Rps23"
"mm10-Nob1",1.37099225497769e-171,0.355767077868405,0.595,0.264,2.12627188824489e-167,"0","mm10-Nob1"
"mm10-Raly",1.90093707409593e-171,0.40707259044814,0.98,0.899,2.94816330821538e-167,"0","mm10-Raly"
"mm10-Tmpo",1.98323936102341e-171,0.363479755953946,0.666,0.309,3.07580592501121e-167,"0","mm10-Tmpo"
"mm10-Dnajc8",2.07352172694685e-171,0.436664949321583,0.867,0.633,3.21582484632187e-167,"0","mm10-Dnajc8"
"mm10-Ak1",2.83436202436906e-171,0.42636100767519,0.81,0.519,4.39581206359397e-167,"0","mm10-Ak1"
"mm10-Aars",6.3319613167754e-171,0.45753277810741,0.902,0.684,9.82023880618696e-167,"0","mm10-Aars"
"mm10-Rpl28",8.31937946328261e-171,0.304016290614123,1,0.999,1.2902525609605e-166,"0","mm10-Rpl28"
"mm10-Rnf187",3.38586708878522e-170,0.426053477034754,0.899,0.721,5.251141267997e-166,"0","mm10-Rnf187"
"mm10-Hspd1",6.47340671376179e-170,0.40955758678442,0.956,0.769,1.00396064723732e-165,"0","mm10-Hspd1"
"mm10-Ly6a",1.71056896839413e-169,0.534258844445652,0.609,0.271,2.65292141308246e-165,"0","mm10-Ly6a"
"mm10-Dkc1",2.65001585432856e-169,0.368826629796403,0.574,0.248,4.10990958847816e-165,"0","mm10-Dkc1"
"mm10-Tmem5",8.1845513390385e-168,0.430938974045676,0.782,0.497,1.26934206717148e-163,"0","mm10-Tmem5"
"mm10-Asns",1.44099403560684e-167,0.558374768597579,0.735,0.448,2.23483764982264e-163,"0","mm10-Asns"
"mm10-Pum3",1.77147878706031e-167,0.330086096190051,0.528,0.209,2.74738645085183e-163,"0","mm10-Pum3"
"mm10-Gnai2",2.33538845107828e-167,0.39323608761303,0.989,0.951,3.6219539487773e-163,"0","mm10-Gnai2"
"mm10-Emp1",1.98199119532818e-166,0.422908708601431,0.937,0.645,3.07387014483447e-162,"0","mm10-Emp1"
"mm10-Ak6",4.88392558934459e-166,0.438304544528701,0.753,0.454,7.57448019651452e-162,"0","mm10-Ak6"
"mm10-Prdx2",9.59150976226222e-166,0.43327372121718,0.979,0.955,1.48754724902925e-161,"0","mm10-Prdx2"
"mm10-Cnbp",3.88718761687799e-165,0.445631769111752,0.984,0.904,6.02863927501607e-161,"0","mm10-Cnbp"
"mm10-Nop16",6.21175831094106e-165,0.367251349894231,0.63,0.305,9.63381596443849e-161,"0","mm10-Nop16"
"mm10-Dctpp1",2.63522022413556e-164,0.44020187778923,0.876,0.614,4.08696304561184e-160,"0","mm10-Dctpp1"
"mm10-Cenpe",2.66144103406884e-164,0.338857205830437,0.349,0.08,4.12762889973737e-160,"0","mm10-Cenpe"
"mm10-Rrp15",3.54078970763313e-163,0.381326606982704,0.636,0.325,5.49141075756822e-159,"0","mm10-Rrp15"
"mm10-Eno1",4.4526209112125e-163,0.446229977042953,0.939,0.79,6.90556977119946e-159,"0","mm10-Eno1"
"mm10-Rgs19",7.10959846388248e-163,0.410920050987139,0.781,0.502,1.10262762576353e-158,"0","mm10-Rgs19"
"mm10-Stip1",3.52521058353234e-162,0.374624965809161,0.666,0.351,5.4672490940003e-158,"0","mm10-Stip1"
"mm10-Fosb",5.08916320759233e-162,0.336203325778248,0.459,0.145,7.89278321865494e-158,"0","mm10-Fosb"
"mm10-Me2",5.84215155435317e-162,0.332606933824999,0.526,0.217,9.06059284564633e-158,"0","mm10-Me2"
"mm10-Mad2l1",5.8987990588948e-162,0.337668980484978,0.601,0.258,9.14844746043995e-158,"0","mm10-Mad2l1"
"mm10-Tpm3",1.49092989012102e-161,0.433147163581279,0.899,0.684,2.3122831665887e-157,"0","mm10-Tpm3"
"mm10-Tmem97",2.00268241364927e-161,0.391895913315783,0.677,0.362,3.10596015532865e-157,"0","mm10-Tmem97"
"mm10-Nsa2",4.06034606285148e-161,0.39912351058157,0.948,0.823,6.29719070887636e-157,"0","mm10-Nsa2"
"mm10-Pdcd11",8.17343679007895e-161,0.401972822083925,0.694,0.388,1.26761831177334e-156,"0","mm10-Pdcd11"
"mm10-Rangap1",9.28153767074865e-161,0.332161582244517,0.551,0.235,1.43947367735641e-156,"0","mm10-Rangap1"
"mm10-Pim1",2.12663808915807e-160,0.285804469759951,0.304,0.051,3.29820301247526e-156,"0","mm10-Pim1"
"mm10-Gng5",2.74665556196384e-160,0.334995262309785,1,0.997,4.25978811104972e-156,"0","mm10-Gng5"
"mm10-Pole3",1.27482310653503e-159,0.412952037481244,0.834,0.562,1.97712315592518e-155,"0","mm10-Pole3"
"mm10-Aen",2.9410510130449e-159,0.343201515678317,0.529,0.225,4.56127601613134e-155,"0","mm10-Aen"
"mm10-Ctxn1",3.69645377148606e-158,0.377149465116297,0.692,0.34,5.73283015419773e-154,"0","mm10-Ctxn1"
"mm10-Phc2",3.79370895641688e-158,0.334171671872616,0.516,0.204,5.88366322050693e-154,"0","mm10-Phc2"
"mm10-Tmem238",1.55798444173244e-157,0.291964582101518,0.404,0.122,2.41627807068284e-153,"0","mm10-Tmem238"
"mm10-Aurka",1.96474647246115e-157,0.37236389272919,0.393,0.115,3.04712530414e-153,"0","mm10-Aurka"
"mm10-Rps6ka4",2.03043513303803e-157,0.339383602571009,0.572,0.251,3.14900184782868e-153,"0","mm10-Rps6ka4"
"mm10-Psma4",6.02048166218711e-157,0.452389664146349,0.936,0.802,9.33716500988599e-153,"0","mm10-Psma4"
"mm10-Zfp593",1.24939954495878e-156,0.353020793142164,0.613,0.301,1.93769375427657e-152,"0","mm10-Zfp593"
"mm10-Tmem183a",1.69986858709923e-156,0.385181291347461,0.716,0.407,2.63632619173219e-152,"0","mm10-Tmem183a"
"mm10-Fam60a",2.43838424538611e-156,0.255965404844693,0.305,0.054,3.78169012616932e-152,"0","mm10-Fam60a"
"mm10-Srp19",2.94210084699872e-156,0.428236167324311,0.944,0.783,4.56290420361032e-152,"0","mm10-Srp19"
"mm10-Thbs1",4.91470013442417e-156,0.509362616697835,0.654,0.308,7.62220843847844e-152,"0","mm10-Thbs1"
"mm10-1110008F13Rik",1.11106336362189e-155,0.333396258349694,0.991,0.914,1.72314817064118e-151,"0","mm10-1110008F13Rik"
"mm10-Soat1",5.02968464672202e-155,0.367392341660209,0.59,0.268,7.80053791860118e-151,"0","mm10-Soat1"
"mm10-Snrpd2",7.30833478595929e-155,0.388218510302757,0.984,0.943,1.13344964195443e-150,"0","mm10-Snrpd2"
"mm10-Iqgap1",7.49315742614283e-155,0.389763231992716,0.656,0.349,1.16211378522049e-150,"0","mm10-Iqgap1"
"mm10-Rps15a",1.98777528846671e-154,0.355181381702596,1,0.999,3.08284069488302e-150,"0","mm10-Rps15a"
"mm10-Kif2a",5.03747216187254e-154,0.357612528612079,0.653,0.341,7.81261557584812e-150,"0","mm10-Kif2a"
"mm10-Ap1s1",1.42782968771698e-153,0.424779511607149,0.937,0.785,2.21442106268026e-149,"0","mm10-Ap1s1"
"mm10-Ubxn4",1.43080299155857e-153,0.415738031455401,0.853,0.606,2.21903235960818e-149,"0","mm10-Ubxn4"
"mm10-Nans",1.3956444635077e-152,0.368577886058387,0.659,0.365,2.1645049984541e-148,"0","mm10-Nans"
"mm10-2610001J05Rik",1.75264561856195e-152,0.399243544850365,0.992,0.951,2.71817808982772e-148,"0","mm10-2610001J05Rik"
"mm10-Bid",3.02245380924867e-152,0.352402251917955,0.622,0.308,4.68752361276376e-148,"0","mm10-Bid"
"mm10-Top1",4.06099532858018e-152,0.43326274815546,0.893,0.699,6.298197655095e-148,"0","mm10-Top1"
"mm10-Slc35e4",8.90582612909319e-152,0.276029194032472,0.447,0.155,1.38120457436106e-147,"0","mm10-Slc35e4"
"mm10-Nars",1.52785765654502e-151,0.427491733452403,0.817,0.56,2.36955443953567e-147,"0","mm10-Nars"
"mm10-Aqp5",1.53738005589037e-151,0.263094681653128,0.279,0.041,2.38432272868037e-147,"0","mm10-Aqp5"
"mm10-Hn1",1.61588859280507e-151,0.439133193565086,0.961,0.84,2.50608161858138e-147,"0","mm10-Hn1"
"mm10-Ccl9",7.59137153494559e-151,0.355445896688509,0.391,0.113,1.17734581135471e-146,"0","mm10-Ccl9"
"mm10-Cdk4",8.06065545655961e-151,0.360890291932107,0.994,0.964,1.25012705475783e-146,"0","mm10-Cdk4"
"mm10-Arl6ip5",6.45770351980206e-150,0.437984859794402,0.889,0.722,1.0015252388861e-145,"0","mm10-Arl6ip5"
"mm10-Slc48a1",7.67458087862334e-150,0.42153939062292,0.88,0.662,1.19025074846569e-145,"0","mm10-Slc48a1"
"mm10-Plac8",2.15384013316136e-149,0.418553186046992,0.541,0.221,3.34039066251996e-145,"0","mm10-Plac8"
"mm10-Smyd5",2.48986755460956e-149,0.326772274033802,0.563,0.255,3.86153559044397e-145,"0","mm10-Smyd5"
"mm10-Eef1g",2.9999888288355e-149,0.348217678219397,1,0.998,4.65268267464097e-145,"0","mm10-Eef1g"
"mm10-Prdx4",4.18921913935694e-149,0.463126258431661,0.834,0.612,6.49705996322867e-145,"0","mm10-Prdx4"
"mm10-Wdr74",9.36531281602024e-149,0.364756248585432,0.663,0.361,1.45246636463658e-144,"0","mm10-Wdr74"
"mm10-Magohb",3.92864854948812e-148,0.407857069735096,0.726,0.438,6.09294103540113e-144,"0","mm10-Magohb"
"mm10-G3bp1",8.61323833931151e-148,0.39826334948223,0.874,0.64,1.33582713404382e-143,"0","mm10-G3bp1"
"mm10-Rpl38",1.02004845447368e-147,0.264448916864412,1,0.999,1.58199314804323e-143,"0","mm10-Rpl38"
"mm10-Bax",1.1797372069197e-147,0.408787434982123,0.962,0.886,1.82965443421176e-143,"0","mm10-Bax"
"mm10-Ppia",2.09102858901394e-147,0.441833728362471,1,0.999,3.24297623870172e-143,"0","mm10-Ppia"
"mm10-Rsl1d1",6.51780552368593e-147,0.417067316192248,0.819,0.56,1.01084645866845e-142,"0","mm10-Rsl1d1"
"mm10-Rtn4",4.5638064698127e-146,0.423260534911372,0.9,0.748,7.07800745403251e-142,"0","mm10-Rtn4"
"mm10-Tceal8",5.39792524829019e-146,0.415433848544158,0.948,0.813,8.37164226757326e-142,"0","mm10-Tceal8"
"mm10-Pgam1",5.90328577974851e-146,0.405760010275574,0.988,0.912,9.15540591581197e-142,"0","mm10-Pgam1"
"mm10-Fam111a",6.07001308735825e-146,0.336642288342941,0.521,0.219,9.41398329718391e-142,"0","mm10-Fam111a"
"mm10-Lsm8",1.18711149709855e-145,0.436749288515464,0.935,0.761,1.84109122085014e-141,"0","mm10-Lsm8"
"mm10-Tma7",1.19894567406008e-145,0.363084006022744,0.998,0.99,1.85944484589978e-141,"0","mm10-Tma7"
"mm10-S100a10",1.21606280818223e-145,0.392622596235842,1,0.99,1.88599180920981e-141,"0","mm10-S100a10"
"mm10-Ezh2",4.00635054734128e-145,0.381364730350085,0.688,0.378,6.21344906387159e-141,"0","mm10-Ezh2"
"mm10-Prc1",4.28835663800356e-145,0.359345614922768,0.408,0.135,6.65081230987973e-141,"0","mm10-Prc1"
"mm10-Psmc6",6.36368534560726e-145,0.432594201610739,0.75,0.508,9.86943960250229e-141,"0","mm10-Psmc6"
"mm10-Rnf126",6.36990140564907e-145,0.375976505208603,0.728,0.442,9.87908009002114e-141,"0","mm10-Rnf126"
